,trade_date,price
1316,20020328,10.4362
1317,20020329,10.0757
1318,20020401,9.9511
1319,20020402,9.466
1320,20020403,9.8331
1321,20020404,10.2265
1322,20020405,10.2986
1323,20020408,10.2199
1324,20020409,10.5083
1325,20020410,10.5411
1326,20020411,10.4756
1327,20020412,10.4625
1328,20020415,10.4887
1329,20020416,10.4362
1330,20020417,10.587
1331,20020418,10.3772
1332,20020419,10.4756
1333,20020422,10.4231
1334,20020423,10.7181
1335,20020424,10.7968
1336,20020425,10.7509
1337,20020426,10.9213
1338,20020429,11.2819
1339,20020430,11.2032
1340,20020508,11.0983
1341,20020509,11.0656
1342,20020510,11.1639
1343,20020513,11.118
1344,20020514,11.118
1345,20020515,11.1114
1346,20020516,10.7509
1347,20020517,10.8033
1348,20020520,10.6067
1349,20020521,10.8361
1350,20020522,10.3707
1351,20020523,10.6853
1352,20020524,10.5215
1353,20020527,10.6067
1354,20020529,10.4625
1355,20020530,10.3313
1356,20020531,10.292
1357,20020603,10.0232
1358,20020604,10.0298
1359,20020605,9.7348
1360,20020606,10.2068
1361,20020607,10.0626
1362,20020610,9.9446
1363,20020611,10.0888
1364,20020612,9.9184
1365,20020613,9.9642
1366,20020614,10.5805
1367,20020617,10.9082
1368,20020618,10.9672
1369,20020619,10.8099
1370,20020620,10.8492
1371,20020621,11.1114
1372,20020624,12.2259
1373,20020625,12.2718
1374,20020626,12.1931
1375,20020627,12.0751
1376,20020628,11.7998
1377,20020701,11.6949
1378,20020702,11.8653
1379,20020703,11.8266
1380,20020704,11.8069
1381,20020705,11.7807
1382,20020708,11.925
1383,20020709,11.9119
1384,20020710,11.7938
1385,20020711,11.8135
1386,20020712,11.8594
1387,20020715,11.8069
1388,20020716,11.8397
1389,20020717,11.8069
1390,20020718,11.6429
1391,20020719,11.538
1392,20020722,11.374
1393,20020723,11.2953
1394,20020724,10.9542
1395,20020725,10.9017
1396,20020726,11.0132
1397,20020729,10.987
1398,20020730,10.8558
1399,20020731,10.7574
1400,20020801,10.7836
1401,20020802,10.8624
1402,20020805,10.928
1403,20020806,10.9411
1404,20020807,11.0788
1405,20020808,10.9804
1406,20020809,10.8361
1407,20020812,10.8624
1408,20020813,10.9214
1409,20020814,10.9542
1410,20020815,10.9411
1411,20020816,10.7509
1412,20020819,10.8558
1413,20020820,10.9411
1414,20020821,10.9804
1415,20020822,11.5249
1416,20020823,11.3806
1417,20020826,11.4461
1418,20020827,12.2857
1419,20020828,12.0496
1420,20020829,11.5052
1421,20020830,11.4658
1422,20020902,11.5445
1423,20020903,11.6101
1424,20020904,11.4133
1425,20020905,11.151
1426,20020906,11.1838
1427,20020909,11.1641
1428,20020910,11.151
1429,20020911,11.2822
1430,20020912,11.3281
1431,20020913,11.3674
1432,20020916,11.0919
1433,20020917,11.0526
1434,20020918,11.0723
1435,20020919,11.2428
1436,20020920,11.1116
1437,20020923,11.0788
1438,20020924,11.0788
1439,20020925,10.9542
1440,20020926,10.7377
1441,20020927,10.7246
1442,20021008,10.2786
1443,20021009,9.885
1444,20021010,9.9244
1445,20021011,9.7735
1446,20021014,9.9572
1447,20021015,9.9834
1448,20021016,10.0162
1449,20021017,9.9703
1450,20021018,9.8588
1451,20021021,10.0884
1452,20021022,10.2327
1453,20021023,10.2655
1454,20021024,10.2064
1455,20021025,10.0162
1456,20021028,9.8719
1457,20021029,9.9112
1458,20021030,9.9047
1459,20021031,9.9375
1460,20021101,9.944
1461,20021104,10.0096
1462,20021105,10.2195
1463,20021106,10.1211
1464,20021107,10.0949
1465,20021108,9.9506
1466,20021111,9.7866
1467,20021112,9.5111
1468,20021113,9.5111
1469,20021114,9.2028
1470,20021115,9.2487
1471,20021118,9.1832
1472,20021119,9.2553
1473,20021120,9.0913
1474,20021121,9.0388
1475,20021122,9.0257
1476,20021125,9.0323
1477,20021126,8.8945
1478,20021127,8.9011
1479,20021128,9.1504
1480,20021129,9.3799
1481,20021202,9.0323
1482,20021203,9.2225
1483,20021204,9.1438
1484,20021205,9.0585
1485,20021206,9.0257
1486,20021209,9.2356
1487,20021210,9.2028
1488,20021211,9.2815
1489,20021212,9.3799
1490,20021213,9.2553
1491,20021216,9.3406
1492,20021217,9.275
1493,20021218,9.275
1494,20021219,9.2815
1495,20021220,9.3078
1496,20021223,9.2291
1497,20021224,9.1832
1498,20021225,9.1504
1499,20021226,8.9339
1500,20021227,8.9536
1501,20021230,8.8289
1502,20021231,8.7306
1503,20030102,8.5469
1504,20030103,8.4682
1505,20030106,8.5928
1506,20030107,8.5207
1507,20030108,8.6846
1508,20030109,8.8486
1509,20030110,8.7109
1510,20030113,8.724
1511,20030114,9.0848
1512,20030115,9.1832
1513,20030116,9.2487
1514,20030117,9.2028
1515,20030120,9.5702
1516,20030121,9.1897
1517,20030122,9.1832
1518,20030123,9.17
1519,20030124,9.1832
1520,20030127,9.2094
1521,20030128,9.3012
1522,20030129,9.5505
1523,20030210,9.7604
1524,20030211,9.8063
1525,20030212,9.7735
1526,20030213,9.7538
1527,20030214,9.7341
1528,20030217,9.5767
1529,20030218,9.6751
1530,20030219,9.6948
1531,20030220,9.662
1532,20030221,9.557
1533,20030224,9.5636
1534,20030225,9.7473
1535,20030226,9.6423
1536,20030227,9.5964
1537,20030228,9.6751
1538,20030303,9.7079
1539,20030304,9.7407
1540,20030305,9.662
1541,20030306,9.6226
1542,20030307,9.5308
1543,20030310,9.4324
1544,20030311,9.4586
1545,20030312,9.5111
1546,20030313,9.4783
1547,20030314,9.3668
1548,20030317,9.4324
1549,20030318,9.4259
1550,20030319,9.4259
1551,20030320,9.4062
1552,20030321,9.4652
1553,20030324,9.5833
1554,20030325,9.6489
1555,20030326,9.5702
1556,20030327,9.6948
1557,20030328,9.6095
1558,20030331,9.6095
1559,20030401,9.5374
1560,20030402,9.5636
1561,20030403,9.6226
1562,20030404,9.7407
1563,20030407,9.5505
1564,20030408,9.6423
1565,20030409,9.7669
1566,20030410,9.7997
1567,20030411,9.9047
1568,20030414,10.2195
1569,20030415,10.331
1570,20030416,9.9703
1571,20030417,10.0293
1572,20030418,9.9834
1573,20030421,10.1015
1574,20030422,10.0359
1575,20030423,9.9309
1576,20030424,10.4032
1577,20030428,10.5082
1578,20030429,9.9178
1579,20030430,9.9637
1580,20030512,9.8653
1581,20030513,9.4783
1582,20030514,9.7735
1583,20030515,9.6685
1584,20030516,9.6489
1585,20030519,9.6358
1586,20030520,9.5046
1587,20030521,9.4127
1588,20030523,9.2356
1589,20030526,9.1766
1590,20030527,9.0651
1591,20030528,9.5111
1592,20030529,9.7473
1593,20030530,9.7079
1594,20030602,9.8653
1595,20030603,9.5111
1596,20030604,9.275
1597,20030605,9.2028
1598,20030606,9.1897
1599,20030609,9.0323
1600,20030610,9.052
1601,20030611,9.0192
1602,20030612,8.9864
1603,20030613,9.0126
1604,20030616,9.0257
1605,20030617,9.1307
1606,20030618,9.0388
1607,20030619,9.0301
1608,20030620,8.9973
1609,20030623,8.925
1610,20030624,9.0104
1611,20030625,8.9907
1612,20030626,8.9316
1613,20030627,8.9185
1614,20030630,8.8068
1615,20030701,8.7543
1616,20030702,8.8265
1617,20030703,8.8002
1618,20030704,8.8199
1619,20030707,8.7871
1620,20030708,8.7346
1621,20030709,8.7149
1622,20030710,8.7346
1623,20030711,8.6755
1624,20030714,8.6426
1625,20030715,8.5704
1626,20030716,8.6361
1627,20030717,8.6886
1628,20030718,8.6098
1629,20030721,8.4916
1630,20030722,8.485
1631,20030723,8.5638
1632,20030724,8.5704
1633,20030725,8.5901
1634,20030728,8.5638
1635,20030729,8.6164
1636,20030730,8.6032
1637,20030731,8.6623
1638,20030801,8.8396
1639,20030804,8.8068
1640,20030805,8.9907
1641,20030806,9.1155
1642,20030807,9.0761
1643,20030808,9.1943
1644,20030811,9.2008
1645,20030812,9.122
1646,20030813,9.1877
1647,20030814,9.1089
1648,20030815,9.0826
1649,20030818,9.122
1650,20030819,9.0761
1651,20030820,9.0629
1652,20030821,9.1089
1653,20030822,9.122
1654,20030825,9.0958
1655,20030826,9.0958
1656,20030827,9.0958
1657,20030828,9.1352
1658,20030829,9.1023
1659,20030901,9.168
1660,20030902,9.1417
1661,20030903,9.1155
1662,20030904,8.9316
1663,20030905,8.6886
1664,20030908,8.6755
1665,20030909,8.6558
1666,20030910,8.6558
1667,20030911,8.485
1668,20030912,8.4719
1669,20030915,8.4587
1670,20030916,8.4719
1671,20030917,8.4719
1672,20030918,8.4653
1673,20030919,8.4522
1674,20030922,8.4587
1675,20030923,8.4456
1676,20030924,8.3405
1677,20030925,8.196
1678,20030926,8.0319
1679,20030929,7.8545
1680,20030930,7.8742
1681,20031008,7.7429
1682,20031009,7.7495
1683,20031010,7.756
1684,20031013,8.0844
1685,20031014,8.0844
1686,20031015,8.091
1687,20031016,8.045
1688,20031017,8.0778
1689,20031020,7.4539
1690,20031021,6.8366
1691,20031022,6.8694
1692,20031023,6.7512
1693,20031024,6.5017
1694,20031027,6.6067
1695,20031029,6.2784
1696,20031030,5.7267
1697,20031031,5.8712
1698,20031103,5.7464
1699,20031104,5.8384
1700,20031105,5.5888
1701,20031106,5.2604
1702,20031107,5.1028
1703,20031110,5.1751
1704,20031111,5.0831
1705,20031112,4.9189
1706,20031113,4.978
1707,20031114,5.4772
1708,20031117,5.3721
1709,20031118,5.2276
1710,20031119,5.5494
1711,20031120,5.7793
1712,20031121,5.5297
1713,20031124,5.8449
1714,20031125,5.8646
1715,20031126,5.8712
1716,20031127,5.7464
1717,20031128,5.8318
1718,20031201,5.9631
1719,20031202,5.8778
1720,20031203,5.7924
1721,20031204,5.8778
1722,20031205,6.0617
1723,20031208,5.8515
1724,20031209,5.8581
1725,20031210,5.9303
1726,20031211,6.0551
1727,20031212,6.042
1728,20031215,5.9566
1729,20031216,5.8384
1730,20031217,5.8843
1731,20031218,5.5297
1732,20031219,5.0437
1733,20031222,5.2407
1734,20031223,5.4443
1735,20031224,5.3655
1736,20031225,5.5363
1737,20031226,5.4837
1738,20031229,5.3984
1739,20031230,5.2407
1740,20031231,5.3195
1741,20040102,5.3195
1742,20040105,5.267
1743,20040106,5.1751
1744,20040107,5.2604
1745,20040108,5.4312
1746,20040109,5.4706
1747,20040112,5.5363
1748,20040113,5.7464
1749,20040114,5.7858
1750,20040115,5.6873
1751,20040116,5.7267
1752,20040129,6.0288
1753,20040130,5.9566
1754,20040202,6.2258
1755,20040203,6.5739
1756,20040204,6.6396
1757,20040205,6.7578
1758,20040206,6.5739
1759,20040209,6.6199
1760,20040210,6.6264
1761,20040211,6.6067
1762,20040212,6.8169
1763,20040213,6.7315
1764,20040216,6.8629
1765,20040217,7.2241
1766,20040218,7.1387
1767,20040219,7.2897
1768,20040220,7.2897
1769,20040223,7.2241
1770,20040224,6.9154
1771,20040225,6.5805
1772,20040226,6.436
1773,20040227,6.6659
1774,20040301,6.7118
1775,20040302,6.6462
1776,20040303,6.4885
1777,20040304,6.6199
1778,20040305,6.5345
1779,20040308,6.3441
1780,20040309,6.2455
1781,20040310,6.3835
1782,20040311,6.482
1783,20040312,6.39
1784,20040315,6.5476
1785,20040316,6.5476
1786,20040317,6.4754
1787,20040319,6.5082
1788,20040322,6.5279
1789,20040323,6.482
1790,20040324,6.4688
1791,20040325,6.7906
1792,20040326,7.0271
1793,20040329,6.9023
1794,20040330,7.3292
1795,20040331,7.4671
1796,20040401,7.5327
1797,20040402,7.5787
1798,20040405,7.8874
1799,20040406,7.7429
1800,20040407,7.4736
1801,20040408,7.4408
1802,20040409,7.0927
1803,20040412,7.2044
1804,20040413,7.0402
1805,20040414,7.0665
1806,20040415,6.725
1807,20040416,6.7447
1808,20040419,6.7184
1809,20040420,6.6133
1810,20040421,6.6659
1811,20040422,6.7972
1812,20040423,6.8235
1813,20040426,6.725
1814,20040427,6.5345
1815,20040428,6.5739
1816,20040429,6.4885
1817,20040430,6.5148
1818,20040510,6.3966
1819,20040511,6.3703
1820,20040512,6.6067
1821,20040513,6.5069
1822,20040514,6.4082
1823,20040517,6.3687
1824,20040518,6.6056
1825,20040519,6.6516
1826,20040520,6.5661
1827,20040521,6.6253
1828,20040524,6.7174
1829,20040525,6.5332
1830,20040526,6.6582
1831,20040527,6.8885
1832,20040528,6.8819
1833,20040531,6.8753
1834,20040601,7.0332
1835,20040602,7.1517
1836,20040603,7.0398
1837,20040604,7.1582
1838,20040607,7.1517
1839,20040608,6.8359
1840,20040609,6.2964
1841,20040610,6.3029
1842,20040611,6.3227
1843,20040614,5.974
1844,20040615,6.0661
1845,20040616,6.0661
1846,20040617,6.0069
1847,20040618,6.0661
1848,20040621,6.4279
1849,20040622,6.4674
1850,20040623,6.4608
1851,20040624,6.8556
1852,20040625,6.3095
1853,20040628,5.974
1854,20040629,5.9345
1855,20040630,5.7897
1856,20040701,5.9937
1857,20040702,5.9082
1858,20040705,5.8819
1859,20040706,5.9674
1860,20040707,5.9279
1861,20040708,5.8424
1862,20040709,5.8029
1863,20040712,5.3292
1864,20040713,5.2503
1865,20040714,5.0858
1866,20040715,5.2568
1867,20040716,5.4542
1868,20040719,5.3818
1869,20040720,5.2108
1870,20040721,5.1976
1871,20040722,5.1121
1872,20040723,5.145
1873,20040726,5.1516
1874,20040727,5.1581
1875,20040728,5.145
1876,20040729,5.2634
1877,20040730,5.3292
1878,20040802,5.4937
1879,20040803,5.4016
1880,20040804,5.5463
1881,20040805,5.4608
1882,20040806,5.4016
1883,20040809,5.3687
1884,20040810,5.3292
1885,20040811,5.3489
1886,20040812,5.145
1887,20040813,5.1647
1888,20040816,5.066
1889,20040817,5.0595
1890,20040818,5.0923
1891,20040819,4.8621
1892,20040820,4.9081
1893,20040823,4.8555
1894,20040824,4.9805
1895,20040825,4.9213
1896,20040826,4.9476
1897,20040827,4.8687
1898,20040830,4.8555
1899,20040831,4.9871
1900,20040901,4.8489
1901,20040902,4.9476
1902,20040903,4.9015
1903,20040906,4.9147
1904,20040907,4.9344
1905,20040908,4.9015
1906,20040909,4.8358
1907,20040910,4.8029
1908,20040913,4.6647
1909,20040914,4.8029
1910,20040915,5.066
1911,20040916,5.0989
1912,20040917,5.2963
1913,20040920,5.5068
1914,20040921,5.4082
1915,20040922,5.2963
1916,20040923,5.3687
1917,20040924,5.2503
1918,20040927,5.0923
1919,20040928,5.0989
1920,20040929,5.0529
1921,20040930,4.9542
1922,20041008,5.1647
1923,20041011,5.2305
1924,20041012,5.1581
1925,20041013,5.3226
1926,20041014,4.9213
1927,20041015,4.8358
1928,20041018,4.8555
1929,20041019,4.8423
1930,20041020,4.7042
1931,20041021,4.6581
1932,20041022,4.5134
1933,20041025,4.4936
1934,20041026,4.5134
1935,20041027,4.6515
1936,20041028,4.5923
1937,20041029,4.5397
1938,20041101,4.4871
1939,20041102,4.4739
1940,20041103,4.5792
1941,20041104,4.4542
1942,20041105,4.4805
1943,20041108,4.441
1944,20041109,4.5002
1945,20041110,4.6713
1946,20041111,4.6779
1947,20041112,4.8094
1948,20041115,4.9344
1949,20041116,4.9081
1950,20041117,4.9739
1951,20041118,4.941
1952,20041119,4.9015
1953,20041122,5.0134
1954,20041123,5.1647
1955,20041124,5.0463
1956,20041125,5.1252
1957,20041126,4.9937
1958,20041129,4.8423
1959,20041130,4.8555
1960,20041201,4.8094
1961,20041202,4.8094
1962,20041203,4.8884
1963,20041206,4.895
1964,20041207,4.7305
1965,20041208,4.6647
1966,20041209,4.691
1967,20041210,4.7042
1968,20041213,4.645
1969,20041214,4.6384
1970,20041215,4.6252
1971,20041216,4.5923
1972,20041217,4.5463
1973,20041220,4.5463
1974,20041221,4.5857
1975,20041222,4.7239
1976,20041224,4.645
1977,20041227,4.6055
1978,20041228,4.52
1979,20041229,4.4739
1980,20041230,4.441
1981,20041231,4.3752
1982,20050104,4.3752
1983,20050105,4.4081
1984,20050106,4.4015
1985,20050107,4.4213
1986,20050110,4.5265
1987,20050111,4.6186
1988,20050112,4.5528
1989,20050113,4.5002
1990,20050114,4.5068
1991,20050117,4.3818
1992,20050118,4.4607
1993,20050119,4.4015
1994,20050120,4.3489
1995,20050121,4.3818
1996,20050124,4.5002
1997,20050125,4.4213
1998,20050126,4.4213
1999,20050127,4.3357
2000,20050128,4.1976
2001,20050131,3.9476
2002,20050201,3.8686
2003,20050202,4.0726
2004,20050203,3.9541
2005,20050204,4.0397
2006,20050216,4.066
2007,20050217,4.0726
2008,20050218,4.0002
2009,20050221,4.066
2010,20050222,4.1713
2011,20050223,4.2634
2012,20050224,4.2568
2013,20050225,4.2699
2014,20050228,4.2173
2015,20050301,4.2699
2016,20050302,4.2107
2017,20050303,4.2041
2018,20050304,4.1844
2019,20050307,4.2041
2020,20050308,4.3621
2021,20050309,4.3292
2022,20050310,4.2239
2023,20050311,4.237
2024,20050314,4.1318
2025,20050315,4.0857
2026,20050316,4.0068
2027,20050317,4.0133
2028,20050318,3.9344
2029,20050321,3.9147
2030,20050322,3.691
2031,20050323,3.6712
2032,20050324,3.6844
2033,20050325,3.6975
2034,20050328,3.5331
2035,20050329,3.8883
2036,20050330,3.8028
2037,20050331,3.8094
2038,20050401,3.8752
2039,20050404,3.7502
2040,20050405,3.7962
2041,20050406,3.8357
2042,20050407,3.8883
2043,20050408,3.9936
2044,20050411,3.9015
2045,20050412,4.2897
2046,20050413,4.566
2047,20050414,4.2568
2048,20050415,4.0857
2049,20050418,3.9673
2050,20050419,4.0989
2051,20050420,4.066
2052,20050422,3.6581
2053,20050425,3.3357
2054,20050426,3.5396
2055,20050427,3.5594
2056,20050428,3.6646
2057,20050429,3.5594
2058,20050509,3.5857
2059,20050510,3.5989
2060,20050511,3.5923
2061,20050512,3.6054
2062,20050513,3.6318
2063,20050516,3.6318
2064,20050517,3.6252
2065,20050518,3.612
2066,20050519,3.612
2067,20050520,3.6186
2068,20050523,3.5989
2069,20050524,3.7041
2070,20050525,3.737
2071,20050526,3.737
2072,20050527,3.6581
2073,20050530,3.7502
2074,20050531,3.7502
2075,20050601,3.6186
2076,20050602,3.5199
2077,20050603,3.5331
2078,20050606,3.5528
2079,20050607,3.5199
2080,20050608,3.7699
2081,20050609,3.7304
2082,20050610,3.612
2083,20050613,3.6712
2084,20050614,3.5528
2085,20050615,3.4607
2086,20050616,3.5067
2087,20050617,3.4607
2088,20050621,3.5396
2089,20050622,3.5133
2090,20050623,3.4212
2091,20050624,3.4212
2092,20050627,3.5462
2093,20050628,3.441
2094,20050629,3.4344
2095,20050630,3.3686
2096,20050701,3.0462
2097,20050704,2.7896
2098,20050705,2.7633
2099,20050706,2.7304
2100,20050707,2.7238
2101,20050708,2.5396
2102,20050711,2.5001
2103,20050712,2.5791
2104,20050713,2.4738
2105,20050714,2.5725
2106,20050715,2.4804
2107,20050718,2.3159
2108,20050719,2.3685
2109,20050720,2.3488
2110,20050721,2.2896
2111,20050722,2.3685
2112,20050725,2.3883
2113,20050726,2.4935
2114,20050727,2.5396
2115,20050728,2.5396
2116,20050729,2.6251
2117,20050801,2.5659
2118,20050802,2.5988
2119,20050803,2.6317
2120,20050804,2.6185
2121,20050805,2.7304
2122,20050808,2.7567
2123,20050809,2.8488
2124,20050810,2.9541
2125,20050811,2.9936
2126,20050812,2.862
2127,20050815,2.9607
2128,20050816,2.9936
2129,20050817,3.112
2130,20050818,2.987
2131,20050819,2.9409
2132,20050822,2.9278
2133,20050823,2.8751
2134,20050824,3.1646
2135,20050825,3.237
2136,20050826,3.2633
2137,20050829,3.2436
2138,20050830,3.1317
2139,20050831,3.1712
2140,20050901,3.2304
2141,20050902,3.3423
2142,20050905,3.362
2143,20050906,3.2173
2144,20050907,3.2962
2145,20050908,3.3094
2146,20050909,3.4015
2147,20050912,3.3883
2148,20050913,3.487
2149,20050914,3.5396
2150,20050915,3.5331
2151,20050916,3.5725
2152,20050919,3.6646
2153,20050920,3.6515
2154,20050921,3.7568
2155,20050922,3.5133
2156,20050923,3.5857
2157,20050926,3.6054
2158,20050927,3.5331
2159,20050928,3.6778
2160,20050929,3.7699
2161,20050930,3.3949
2162,20051010,3.2041
2163,20051011,3.2765
2164,20051012,3.3159
2165,20051013,3.2699
2166,20051014,3.2107
2167,20051017,3.2502
2168,20051018,3.3028
2169,20051019,3.3752
2170,20051020,3.4212
2171,20051021,3.6646
2172,20051024,3.5857
2173,20051025,3.4278
2174,20051026,3.4475
2175,20051027,3.5002
2176,20051028,3.2173
2177,20051031,3.0857
2178,20051101,3.0857
2179,20051102,3.1646
2180,20051103,3.1186
2181,20051104,3.1186
2182,20051107,3.2436
2183,20051108,3.3094
2184,20051109,3.3028
2185,20051110,3.0791
2186,20051111,3.1251
2187,20051114,3.1646
2188,20051115,3.2633
2189,20051116,3.362
2190,20051117,3.2831
2191,20051118,3.3291
2192,20051121,3.362
2193,20051122,3.2238
2194,20051123,3.4212
2195,20051124,3.4015
2196,20051125,3.3949
2197,20051128,3.487
2198,20051129,3.5067
2199,20051130,3.8554
2200,20051201,3.7765
2201,20051202,3.5594
2202,20051205,3.4475
2203,20051206,3.7897
2204,20051207,3.9936
2205,20051208,4.0462
2206,20051209,4.0397
2207,20051212,3.8094
2208,20051213,3.8094
2209,20051214,3.7699
2210,20051215,3.6449
2211,20051216,3.6712
2212,20051219,3.8489
2213,20051220,4.0528
2214,20051221,4.0265
2215,20051222,3.9739
2216,20051223,3.9015
2217,20051226,3.9673
2218,20051227,3.8686
2219,20051228,3.8883
2220,20051229,3.8423
2221,20051230,3.7436
2222,20060104,3.9081
2223,20060105,3.9015
2224,20060106,3.8883
2225,20060109,3.9212
2226,20060110,3.8949
2227,20060111,3.9212
2228,20060112,3.941
2229,20060113,3.8818
2230,20060116,3.737
2231,20060117,3.7502
2232,20060118,3.7897
2233,20060119,3.737
2234,20060123,3.4278
2235,20060124,3.441
2236,20060125,3.4146
2237,20060206,3.4804
2238,20060207,3.5133
2239,20060208,3.5462
2240,20060209,3.5067
2241,20060210,3.5133
2242,20060213,3.4804
2243,20060214,3.5067
2244,20060215,3.4936
2245,20060216,3.3752
2246,20060217,3.3423
2247,20060220,3.2436
2248,20060221,3.2765
2249,20060222,3.2633
2250,20060223,3.3488
2251,20060224,3.3488
2252,20060227,3.362
2253,20060228,3.4607
2254,20060301,3.441
2255,20060302,3.5462
2256,20060303,3.5462
2257,20060306,3.4212
2258,20060307,3.4015
2259,20060308,3.3554
2260,20060309,3.487
2261,20060310,3.4541
2262,20060313,3.2831
2263,20060314,3.2831
2264,20060315,3.3094
2265,20060316,3.2831
2266,20060317,3.2962
2267,20060320,3.3357
2268,20060321,3.3423
2269,20060322,3.4804
2270,20060323,3.487
2271,20060324,3.8357
2272,20060327,3.8226
2273,20060328,3.8423
2274,20060329,3.6646
2275,20060330,3.6515
2276,20060331,3.5462
2277,20060403,3.4607
2278,20060404,3.4804
2279,20060405,3.6515
2280,20060406,3.5396
2281,20060407,3.5725
2282,20060410,3.6252
2283,20060411,3.6383
2284,20060412,3.6449
2285,20060413,3.4541
2286,20060414,3.5265
2287,20060417,3.4607
2288,20060418,3.4475
2289,20060419,3.3554
2290,20060420,3.1909
2291,20060421,3.1383
2292,20060424,2.8225
2293,20060425,2.6449
2294,20060426,2.7304
2295,20060427,2.7633
2296,20060428,2.7172
2297,20060508,2.8093
2298,20060509,2.8686
2299,20060510,2.9344
2300,20060511,2.8422
2301,20060512,2.9475
2302,20060525,3.2436
2303,20060526,3.566
2304,20060529,3.6778
2305,20060530,3.8291
2306,20060531,3.8686
2307,20060601,4.2568
2308,20060602,4.441
2309,20060605,4.1252
2310,20060621,4.17
2311,20060622,4.01
2312,20060623,3.99
2313,20060626,4.08
2314,20060627,4.08
2315,20060628,4.15
2316,20060629,4.2
2317,20060630,4.15
2318,20060703,4.26
2319,20060704,4.22
2320,20060705,4.05
2321,20060706,4.1
2322,20060707,4.16
2323,20060710,4.28
2324,20060711,4.22
2325,20060712,4.21
2326,20060713,3.91
2327,20060714,3.86
2328,20060717,3.95
2329,20060718,3.94
2330,20060719,3.85
2331,20060720,3.9
2332,20060721,3.95
2333,20060724,3.91
2334,20060725,4.0
2335,20060726,4.0
2336,20060727,3.84
2337,20060728,3.76
2338,20060731,3.53
2339,20060801,3.53
2340,20060803,3.38
2341,20060804,3.17
2342,20060807,3.04
2343,20060808,3.19
2344,20060809,3.19
2345,20060810,3.51
2346,20060811,3.42
2347,20060814,3.28
2348,20060815,3.32
2349,20060816,3.37
2350,20060817,3.45
2351,20060818,3.38
2352,20060821,3.42
2353,20060822,3.42
2354,20060823,3.36
2355,20060824,3.37
2356,20060825,3.43
2357,20060828,3.49
2358,20060829,3.5
2359,20060830,3.49
2360,20060831,3.56
2361,20060901,3.41
2362,20060904,3.51
2363,20060905,3.55
2364,20060906,3.57
2365,20060907,3.47
2366,20060908,3.48
2367,20060911,3.47
2368,20060912,3.51
2369,20060913,3.86
2370,20060914,3.79
2371,20060915,4.17
2372,20060918,4.59
2373,20060919,4.65
2374,20060920,4.47
2375,20060921,4.36
2376,20060922,4.8
2377,20060925,4.92
2378,20060926,4.77
2379,20060927,4.85
2380,20060928,4.73
2381,20060929,4.72
2382,20061009,4.95
2383,20061010,4.81
2384,20061011,4.72
2385,20061012,4.51
2386,20061013,4.5
2387,20061016,4.52
2388,20061017,4.37
2389,20061018,4.55
2390,20061019,4.68
2391,20061020,4.53
2392,20061023,4.12
2393,20061024,4.1
2394,20061025,4.15
2395,20061026,4.01
2396,20061027,3.79
2397,20061030,3.79
2398,20061031,3.89
2399,20061101,3.88
2400,20061102,3.82
2401,20061103,3.94
2402,20061106,3.95
2403,20061107,3.8
2404,20061108,3.79
2405,20061109,3.87
2406,20061110,3.76
2407,20061113,3.52
2408,20061114,3.56
2409,20061115,3.82
2410,20061116,3.79
2411,20061117,3.65
2412,20061120,3.5
2413,20061121,3.47
2414,20061122,3.56
2415,20061123,3.7
2416,20061124,3.7
2417,20061127,3.92
2418,20061128,3.87
2419,20061129,3.85
2420,20061130,3.85
2421,20061201,3.76
2422,20061204,3.81
2423,20061205,3.91
2424,20061206,3.75
2425,20061207,3.73
2426,20061208,3.58
2427,20061211,3.63
2428,20061212,3.61
2429,20061213,3.58
2430,20061214,3.73
2431,20061215,3.73
2432,20061218,4.02
2433,20061219,4.05
2434,20061220,4.09
2435,20061221,4.04
2436,20061222,4.08
2437,20061225,4.12
2438,20061226,4.29
2439,20061227,4.05
2440,20061228,4.01
2441,20061229,4.19
2442,20070104,4.14
2443,20070105,3.98
2444,20070108,4.11
2445,20070109,4.16
2446,20070110,4.27
2447,20070111,4.48
2448,20070112,4.19
2449,20070115,4.29
2450,20070116,4.33
2451,20070117,4.21
2452,20070118,4.3
2453,20070119,4.6
2454,20070122,5.06
2455,20070314,5.57
2456,20070315,6.13
2457,20070316,6.74
2458,20070319,7.41
2459,20070320,8.15
2460,20070321,8.97
2461,20070322,9.87
2462,20070323,10.86
2463,20071126,11.4
2464,20071127,11.97
2465,20071128,12.57
2466,20071129,13.2
2467,20071130,13.86
2468,20071203,14.55
2469,20071218,15.28
2470,20071219,16.04
2471,20071220,15.42
2472,20071221,16.19
2473,20071224,17.0
2474,20071225,17.85
2475,20071226,18.73
2476,20071228,19.67
2477,20080102,20.65
2478,20080103,21.68
2479,20080104,22.76
2480,20080107,23.9
2481,20080108,25.1
2482,20080109,26.36
2483,20080110,27.68
2484,20080111,29.06
2485,20080128,27.61
2486,20080129,26.23
2487,20080130,24.92
2488,20080131,23.67
2489,20080201,22.49
2490,20080204,21.4
2491,20080205,20.33
2492,20080213,19.31
2493,20080214,20.28
2494,20080215,19.8
2495,20080218,19.61
2496,20080219,19.63
2497,20080220,20.61
2498,20080221,20.45
2499,20080222,19.43
2500,20080225,18.46
2501,20080226,17.54
2502,20080227,17.23
2503,20080229,18.09
2504,20080303,17.66
