trade_date,price,year_3_min,year_3_max,year_3_max_1_4,is_year_3_min,is_year_3_max,is_year_3_max_1_4_hold
1996-09-13,6.1818,-,-,-,-,-,-
1996-09-16,5.6667,-,-,-,-,-,-
1996-09-17,5.9333,-,-,-,-,-,-
1996-09-18,5.3939,-,-,-,-,-,-
1996-09-19,5.3333,-,-,-,-,-,-
1996-09-20,5.4424,-,-,-,-,-,-
1996-09-23,5.2727,-,-,-,-,-,-
1996-09-24,5.3939,-,-,-,-,-,-
1996-09-25,5.303,-,-,-,-,-,-
1996-09-26,5.3091,-,-,-,-,-,-
1996-09-27,5.4424,-,-,-,-,-,-
1996-10-03,5.4545,-,-,-,-,-,-
1996-10-04,5.4303,-,-,-,-,-,-
1996-10-07,5.5879,-,-,-,-,-,-
1996-10-08,5.6667,-,-,-,-,-,-
1996-10-09,5.5394,-,-,-,-,-,-
1996-10-10,5.5212,-,-,-,-,-,-
1996-10-11,5.4545,-,-,-,-,-,-
1996-10-14,5.503,-,-,-,-,-,-
1996-10-15,5.7152,-,-,-,-,-,-
1996-10-16,5.9394,-,-,-,-,-,-
1996-10-17,6.9394,-,-,-,-,-,-
1996-10-18,6.2061,-,-,-,-,-,-
1996-10-21,6.6727,-,-,-,-,-,-
1996-10-22,6.2667,-,-,-,-,-,-
1996-10-23,6.2606,-,-,-,-,-,-
1996-10-24,6.2727,-,-,-,-,-,-
1996-10-25,6.1818,-,-,-,-,-,-
1996-10-28,6.3576,-,-,-,-,-,-
1996-10-29,6.4364,-,-,-,-,-,-
1996-10-30,6.2121,-,-,-,-,-,-
1996-10-31,6.4606,-,-,-,-,-,-
1996-11-01,6.2727,-,-,-,-,-,-
1996-11-04,6.6667,-,-,-,-,-,-
1996-11-05,6.4242,-,-,-,-,-,-
1996-11-06,6.303,-,-,-,-,-,-
1996-11-07,6.297,-,-,-,-,-,-
1996-11-08,6.3455,-,-,-,-,-,-
1996-11-11,6.5879,-,-,-,-,-,-
1996-11-12,6.4848,-,-,-,-,-,-
1996-11-13,6.7879,-,-,-,-,-,-
1996-11-14,7.1636,-,-,-,-,-,-
1996-11-15,7.2424,-,-,-,-,-,-
1996-11-18,7.3333,-,-,-,-,-,-
1996-11-19,7.8485,-,-,-,-,-,-
1996-11-20,8.7152,-,-,-,-,-,-
1996-11-21,9.0606,-,-,-,-,-,-
1996-11-22,9.303,-,-,-,-,-,-
1996-11-25,9.3939,-,-,-,-,-,-
1996-11-26,9.0303,-,-,-,-,-,-
1996-11-27,9.1515,-,-,-,-,-,-
1996-11-28,10.3091,-,-,-,-,-,-
1996-11-29,9.8182,-,-,-,-,-,-
1996-12-02,9.3515,-,-,-,-,-,-
1996-12-03,9.697,-,-,-,-,-,-
1996-12-04,10.2424,-,-,-,-,-,-
1996-12-05,10.4303,-,-,-,-,-,-
1996-12-06,10.3333,-,-,-,-,-,-
1996-12-09,10.5758,-,-,-,-,-,-
1996-12-10,10.4848,-,-,-,-,-,-
1996-12-11,10.7879,-,-,-,-,-,-
1996-12-12,10.7394,-,-,-,-,-,-
1996-12-13,10.1212,-,-,-,-,-,-
1996-12-16,9.1333,-,-,-,-,-,-
1996-12-17,8.2182,-,-,-,-,-,-
1996-12-18,8.4848,-,-,-,-,-,-
1996-12-19,7.6364,-,-,-,-,-,-
1996-12-20,6.8727,-,-,-,-,-,-
1996-12-23,6.4545,-,-,-,-,-,-
1996-12-24,6.1091,-,-,-,-,-,-
1996-12-25,6.5273,-,-,-,-,-,-
1996-12-26,6.6667,-,-,-,-,-,-
1996-12-27,7.2606,-,-,-,-,-,-
1996-12-30,7.9394,-,-,-,-,-,-
1996-12-31,7.6485,-,-,-,-,-,-
1997-01-02,7.6788,-,-,-,-,-,-
1997-01-03,7.2121,-,-,-,-,-,-
1997-01-06,6.7212,-,-,-,-,-,-
1997-01-07,7.1273,-,-,-,-,-,-
1997-01-08,6.8788,-,-,-,-,-,-
1997-01-09,7.0,-,-,-,-,-,-
1997-01-10,7.097,-,-,-,-,-,-
1997-01-13,7.2909,-,-,-,-,-,-
1997-01-14,7.0485,-,-,-,-,-,-
1997-01-15,7.1394,-,-,-,-,-,-
1997-01-16,7.1091,-,-,-,-,-,-
1997-01-17,7.1515,-,-,-,-,-,-
1997-01-20,7.1818,-,-,-,-,-,-
1997-01-21,7.2,-,-,-,-,-,-
1997-01-22,7.1939,-,-,-,-,-,-
1997-01-23,7.3091,-,-,-,-,-,-
1997-01-24,7.4303,-,-,-,-,-,-
1997-01-27,7.4364,-,-,-,-,-,-
1997-01-28,7.5212,-,-,-,-,-,-
1997-01-29,7.5152,-,-,-,-,-,-
1997-01-30,7.4424,-,-,-,-,-,-
1997-01-31,7.3576,-,-,-,-,-,-
1997-02-17,7.3333,-,-,-,-,-,-
1997-02-18,6.6,-,-,-,-,-,-
1997-02-19,6.9091,-,-,-,-,-,-
1997-02-20,6.6667,-,-,-,-,-,-
1997-02-21,6.8061,-,-,-,-,-,-
1997-02-24,6.7273,-,-,-,-,-,-
1997-02-25,7.0909,-,-,-,-,-,-
1997-02-26,7.2121,-,-,-,-,-,-
1997-02-27,7.2606,-,-,-,-,-,-
1997-02-28,7.2727,-,-,-,-,-,-
1997-03-03,7.7455,-,-,-,-,-,-
1997-03-04,7.7576,-,-,-,-,-,-
1997-03-05,7.5212,-,-,-,-,-,-
1997-03-06,7.5697,-,-,-,-,-,-
1997-03-07,7.4545,-,-,-,-,-,-
1997-03-10,7.2727,-,-,-,-,-,-
1997-03-11,7.5455,-,-,-,-,-,-
1997-03-12,7.4606,-,-,-,-,-,-
1997-03-13,7.7394,-,-,-,-,-,-
1997-03-14,7.6182,-,-,-,-,-,-
1997-03-17,7.6061,-,-,-,-,-,-
1997-03-18,7.4848,-,-,-,-,-,-
1997-03-19,7.7394,-,-,-,-,-,-
1997-03-20,7.8182,-,-,-,-,-,-
1997-03-21,8.4,-,-,-,-,-,-
1997-03-24,8.5576,-,-,-,-,-,-
1997-03-25,8.303,-,-,-,-,-,-
1997-03-26,8.2727,-,-,-,-,-,-
1997-03-27,8.1818,-,-,-,-,-,-
1997-03-28,8.2424,-,-,-,-,-,-
1997-03-31,8.3818,-,-,-,-,-,-
1997-04-01,8.7576,-,-,-,-,-,-
1997-04-02,8.4182,-,-,-,-,-,-
1997-04-03,8.2848,-,-,-,-,-,-
1997-04-04,8.2424,-,-,-,-,-,-
1997-04-07,8.0303,-,-,-,-,-,-
1997-04-08,8.1212,-,-,-,-,-,-
1997-04-09,8.1152,-,-,-,-,-,-
1997-04-10,7.9636,-,-,-,-,-,-
1997-04-11,7.697,-,-,-,-,-,-
1997-04-14,7.8242,-,-,-,-,-,-
1997-04-15,8.1333,-,-,-,-,-,-
1997-04-16,8.0485,-,-,-,-,-,-
1997-04-17,8.0909,-,-,-,-,-,-
1997-04-18,7.9697,-,-,-,-,-,-
1997-04-21,7.9879,-,-,-,-,-,-
1997-04-22,7.9879,-,-,-,-,-,-
1997-04-23,8.0667,-,-,-,-,-,-
1997-04-24,8.3515,-,-,-,-,-,-
1997-04-25,8.0606,-,-,-,-,-,-
1997-04-28,7.8061,-,-,-,-,-,-
1997-04-29,8.0,-,-,-,-,-,-
1997-04-30,7.9697,-,-,-,-,-,-
1997-05-05,8.0061,-,-,-,-,-,-
1997-05-06,8.0606,-,-,-,-,-,-
1997-05-07,8.6788,-,-,-,-,-,-
1997-05-08,8.3636,-,-,-,-,-,-
1997-05-09,9.0061,-,-,-,-,-,-
1997-05-12,9.9091,-,-,-,-,-,-
1997-05-13,9.4424,-,-,-,-,-,-
1997-05-14,8.8788,-,-,-,-,-,-
1997-05-15,9.497,-,-,-,-,-,-
1997-05-16,9.0182,-,-,-,-,-,-
1997-05-19,9.5515,-,-,-,-,-,-
1997-05-20,9.5758,-,-,-,-,-,-
1997-05-21,9.4242,-,-,-,-,-,-
1997-05-22,8.6364,-,-,-,-,-,-
1997-05-23,9.1515,-,-,-,-,-,-
1997-05-26,9.5212,-,-,-,-,-,-
1997-05-27,9.7818,-,-,-,-,-,-
1997-05-28,9.5152,-,-,-,-,-,-
1997-05-29,9.3515,-,-,-,-,-,-
1997-05-30,9.9152,-,-,-,-,-,-
1997-06-02,10.7576,-,-,-,-,-,-
1997-06-03,10.8606,-,-,-,-,-,-
1997-06-04,11.0848,-,-,-,-,-,-
1997-06-05,11.3758,-,-,-,-,-,-
1997-06-06,10.9758,-,-,-,-,-,-
1997-06-09,11.4485,-,-,-,-,-,-
1997-06-10,10.9879,-,-,-,-,-,-
1997-06-11,11.0667,-,-,-,-,-,-
1997-06-12,11.0909,-,-,-,-,-,-
1997-06-13,11.2606,-,-,-,-,-,-
1997-06-16,11.5152,-,-,-,-,-,-
1997-06-17,11.7273,-,-,-,-,-,-
1997-06-18,11.5152,-,-,-,-,-,-
1997-06-19,11.503,-,-,-,-,-,-
1997-06-20,12.3818,-,-,-,-,-,-
1997-06-23,12.1758,-,-,-,-,-,-
1997-06-24,12.1758,-,-,-,-,-,-
1997-06-25,12.0788,-,-,-,-,-,-
1997-06-26,12.1394,-,-,-,-,-,-
1997-06-27,12.4121,-,-,-,-,-,-
1997-07-02,13.1455,-,-,-,-,-,-
1997-07-03,12.7455,-,-,-,-,-,-
1997-07-04,12.7758,-,-,-,-,-,-
1997-07-07,12.1818,-,-,-,-,-,-
1997-07-08,11.9697,-,-,-,-,-,-
1997-07-09,11.6,-,-,-,-,-,-
1997-07-10,11.7455,-,-,-,-,-,-
1997-07-11,12.4242,-,-,-,-,-,-
1997-07-14,12.897,-,-,-,-,-,-
1997-07-15,12.4121,-,-,-,-,-,-
1997-07-16,11.8,-,-,-,-,-,-
1997-07-17,11.5212,-,-,-,-,-,-
1997-07-18,11.3273,-,-,-,-,-,-
1997-07-21,11.4909,-,-,-,-,-,-
1997-07-22,11.3939,-,-,-,-,-,-
1997-07-23,11.3939,-,-,-,-,-,-
1997-07-24,10.8303,-,-,-,-,-,-
1997-07-25,10.303,-,-,-,-,-,-
1997-07-28,10.1818,-,-,-,-,-,-
1997-07-29,10.2424,-,-,-,-,-,-
1997-07-30,10.303,-,-,-,-,-,-
1997-07-31,10.0727,-,-,-,-,-,-
1997-08-01,10.6061,-,-,-,-,-,-
1997-08-04,10.7212,-,-,-,-,-,-
1997-08-05,10.497,-,-,-,-,-,-
1997-08-06,10.6667,-,-,-,-,-,-
1997-08-07,10.4,-,-,-,-,-,-
1997-08-08,9.98,-,-,-,-,-,-
1997-08-11,9.8467,-,-,-,-,-,-
1997-08-12,9.5267,-,-,-,-,-,-
1997-08-13,9.3,-,-,-,-,-,-
1997-08-14,9.3667,-,-,-,-,-,-
1997-08-15,9.3667,-,-,-,-,-,-
1997-08-18,9.2133,-,-,-,-,-,-
1997-08-19,8.8133,-,-,-,-,-,-
1997-08-20,9.0667,-,-,-,-,-,-
1997-08-21,9.3667,-,-,-,-,-,-
1997-08-22,9.52,-,-,-,-,-,-
1997-08-25,10.06,-,-,-,-,-,-
1997-08-26,10.2267,-,-,-,-,-,-
1997-08-27,11.2467,-,-,-,-,-,-
1997-08-28,11.1133,-,-,-,-,-,-
1997-08-29,11.08,-,-,-,-,-,-
1997-09-01,11.0,-,-,-,-,-,-
1997-09-02,10.9867,-,-,-,-,-,-
1997-09-03,10.9333,-,-,-,-,-,-
1997-09-04,10.9,-,-,-,-,-,-
1997-09-05,10.8533,-,-,-,-,-,-
1997-09-08,10.8667,-,-,-,-,-,-
1997-09-09,10.5333,-,-,-,-,-,-
1997-09-10,10.6533,-,-,-,-,-,-
1997-09-11,10.3667,-,-,-,-,-,-
1997-09-12,10.3333,-,-,-,-,-,-
1997-09-15,10.1133,-,-,-,-,-,-
1997-09-16,10.1133,-,-,-,-,-,-
1997-09-17,10.1,-,-,-,-,-,-
1997-09-18,9.96,-,-,-,-,-,-
1997-09-19,10.1867,-,-,-,-,-,-
1997-09-22,9.68,-,-,-,-,-,-
1997-09-23,9.5667,-,-,-,-,-,-
1997-09-24,9.8467,-,-,-,-,-,-
1997-09-25,9.8467,-,-,-,-,-,-
1997-09-26,9.7333,-,-,-,-,-,-
1997-09-29,9.4667,-,-,-,-,-,-
1997-09-30,9.5933,-,-,-,-,-,-
1997-10-06,9.5733,-,-,-,-,-,-
1997-10-07,9.4,-,-,-,-,-,-
1997-10-08,9.58,-,-,-,-,-,-
1997-10-09,9.56,-,-,-,-,-,-
1997-10-10,9.6333,-,-,-,-,-,-
1997-10-13,9.4333,-,-,-,-,-,-
1997-10-14,9.4667,-,-,-,-,-,-
1997-10-15,9.6333,-,-,-,-,-,-
1997-10-16,10.02,-,-,-,-,-,-
1997-10-17,10.54,-,-,-,-,-,-
1997-10-20,10.4867,-,-,-,-,-,-
1997-10-21,10.8933,-,-,-,-,-,-
1997-10-22,10.98,-,-,-,-,-,-
1997-10-23,12.0,-,-,-,-,-,-
1997-10-24,11.9,-,-,-,-,-,-
1997-10-27,12.3,-,-,-,-,-,-
1997-10-28,11.61,-,-,-,-,-,-
1997-10-29,11.75,-,-,-,-,-,-
1997-10-30,11.53,-,-,-,-,-,-
1997-10-31,11.39,-,-,-,-,-,-
1997-11-03,11.22,-,-,-,-,-,-
1997-11-04,11.42,-,-,-,-,-,-
1997-11-05,11.43,-,-,-,-,-,-
1997-11-06,11.19,-,-,-,-,-,-
1997-11-07,11.28,-,-,-,-,-,-
1997-11-10,11.16,-,-,-,-,-,-
1997-11-11,10.96,-,-,-,-,-,-
1997-11-12,10.95,-,-,-,-,-,-
1997-11-13,10.75,-,-,-,-,-,-
1997-11-14,10.6,-,-,-,-,-,-
1997-11-17,10.92,-,-,-,-,-,-
1997-11-18,11.45,-,-,-,-,-,-
1997-11-19,11.2,-,-,-,-,-,-
1997-11-20,11.0,-,-,-,-,-,-
1997-11-21,10.83,-,-,-,-,-,-
1997-11-24,10.86,-,-,-,-,-,-
1997-11-25,10.9,-,-,-,-,-,-
1997-11-26,10.95,-,-,-,-,-,-
1997-11-27,10.6,-,-,-,-,-,-
1997-11-28,10.69,-,-,-,-,-,-
1997-12-01,10.57,-,-,-,-,-,-
1997-12-02,10.39,-,-,-,-,-,-
1997-12-03,10.11,-,-,-,-,-,-
1997-12-04,10.5,-,-,-,-,-,-
1997-12-05,10.59,-,-,-,-,-,-
1997-12-08,10.46,-,-,-,-,-,-
1997-12-09,10.44,-,-,-,-,-,-
1997-12-10,10.73,-,-,-,-,-,-
1997-12-11,10.79,-,-,-,-,-,-
1997-12-12,10.54,-,-,-,-,-,-
1997-12-15,10.62,-,-,-,-,-,-
1997-12-16,10.5,-,-,-,-,-,-
1997-12-17,10.5,-,-,-,-,-,-
1997-12-18,10.54,-,-,-,-,-,-
1997-12-19,10.4,-,-,-,-,-,-
1997-12-22,10.45,-,-,-,-,-,-
1997-12-23,10.91,-,-,-,-,-,-
1997-12-24,11.36,-,-,-,-,-,-
1997-12-25,11.2,-,-,-,-,-,-
1997-12-26,11.24,-,-,-,-,-,-
1997-12-29,11.29,-,-,-,-,-,-
1997-12-30,11.47,-,-,-,-,-,-
1997-12-31,11.75,-,-,-,-,-,-
1998-01-05,12.16,-,-,-,-,-,-
1998-01-06,12.07,-,-,-,-,-,-
1998-01-07,11.92,-,-,-,-,-,-
1998-01-08,12.9,-,-,-,-,-,-
1998-01-09,13.54,-,-,-,-,-,-
1998-01-12,13.28,-,-,-,-,-,-
1998-01-13,12.17,-,-,-,-,-,-
1998-01-14,13.23,-,-,-,-,-,-
1998-01-15,13.54,-,-,-,-,-,-
1998-01-16,13.3,-,-,-,-,-,-
1998-01-19,13.47,-,-,-,-,-,-
1998-01-20,13.43,-,-,-,-,-,-
1998-01-21,13.23,-,-,-,-,-,-
1998-01-22,13.3,-,-,-,-,-,-
1998-01-23,13.28,-,-,-,-,-,-
1998-02-09,13.39,-,-,-,-,-,-
1998-02-10,13.19,-,-,-,-,-,-
1998-02-11,13.4,-,-,-,-,-,-
1998-02-12,13.22,-,-,-,-,-,-
1998-02-13,12.9,-,-,-,-,-,-
1998-02-16,12.4,-,-,-,-,-,-
1998-02-17,11.72,-,-,-,-,-,-
1998-02-18,11.42,-,-,-,-,-,-
1998-02-19,11.11,-,-,-,-,-,-
1998-02-20,10.85,-,-,-,-,-,-
1998-02-23,11.0,-,-,-,-,-,-
1998-02-24,10.76,-,-,-,-,-,-
1998-02-25,10.7,-,-,-,-,-,-
1998-02-26,10.65,-,-,-,-,-,-
1998-02-27,10.95,-,-,-,-,-,-
1998-03-02,10.16,-,-,-,-,-,-
1998-03-03,10.06,-,-,-,-,-,-
1998-03-04,9.86,-,-,-,-,-,-
1998-03-05,10.1,-,-,-,-,-,-
1998-03-06,10.12,-,-,-,-,-,-
1998-03-09,9.58,-,-,-,-,-,-
1998-03-10,9.86,-,-,-,-,-,-
1998-03-11,9.72,-,-,-,-,-,-
1998-03-12,9.52,-,-,-,-,-,-
1998-03-13,9.52,-,-,-,-,-,-
1998-03-16,10.25,-,-,-,-,-,-
1998-03-17,10.2,-,-,-,-,-,-
1998-03-18,10.27,-,-,-,-,-,-
1998-03-19,10.45,-,-,-,-,-,-
1998-03-20,10.2,-,-,-,-,-,-
1998-03-23,10.54,-,-,-,-,-,-
1998-03-24,11.04,-,-,-,-,-,-
1998-03-25,11.14,-,-,-,-,-,-
1998-03-26,11.08,-,-,-,-,-,-
1998-03-27,11.23,-,-,-,-,-,-
1998-03-30,11.64,-,-,-,-,-,-
1998-03-31,11.25,-,-,-,-,-,-
1998-04-01,10.96,-,-,-,-,-,-
1998-04-02,10.97,-,-,-,-,-,-
1998-04-03,10.83,-,-,-,-,-,-
1998-04-06,10.93,-,-,-,-,-,-
1998-04-07,10.97,-,-,-,-,-,-
1998-04-08,11.15,-,-,-,-,-,-
1998-04-10,11.0,-,-,-,-,-,-
1998-04-13,11.56,-,-,-,-,-,-
1998-04-14,12.0,-,-,-,-,-,-
1998-04-15,12.07,-,-,-,-,-,-
1998-04-16,11.66,-,-,-,-,-,-
1998-04-17,11.23,-,-,-,-,-,-
1998-04-20,11.29,-,-,-,-,-,-
1998-04-21,11.26,-,-,-,-,-,-
1998-04-22,11.48,-,-,-,-,-,-
1998-04-23,11.17,-,-,-,-,-,-
1998-04-24,11.14,-,-,-,-,-,-
1998-04-27,10.64,-,-,-,-,-,-
1998-04-28,10.76,-,-,-,-,-,-
1998-04-29,10.96,-,-,-,-,-,-
1998-04-30,10.93,-,-,-,-,-,-
1998-05-04,10.95,-,-,-,-,-,-
1998-05-05,10.86,-,-,-,-,-,-
1998-05-06,11.09,-,-,-,-,-,-
1998-05-07,11.74,-,-,-,-,-,-
1998-05-08,12.04,-,-,-,-,-,-
1998-05-11,12.05,-,-,-,-,-,-
1998-05-12,11.78,-,-,-,-,-,-
1998-05-13,12.03,-,-,-,-,-,-
1998-05-14,11.63,-,-,-,-,-,-
1998-05-15,11.61,-,-,-,-,-,-
1998-05-18,11.97,-,-,-,-,-,-
1998-05-19,12.51,-,-,-,-,-,-
1998-05-20,12.22,-,-,-,-,-,-
1998-05-21,12.9,-,-,-,-,-,-
1998-05-22,13.08,-,-,-,-,-,-
1998-05-25,12.94,-,-,-,-,-,-
1998-05-26,12.59,-,-,-,-,-,-
1998-05-27,12.8,-,-,-,-,-,-
1998-05-28,12.4,-,-,-,-,-,-
1998-05-29,12.86,-,-,-,-,-,-
1998-06-01,12.89,-,-,-,-,-,-
1998-06-02,13.3,-,-,-,-,-,-
1998-06-03,13.77,-,-,-,-,-,-
1998-06-04,13.22,-,-,-,-,-,-
1998-06-05,12.75,-,-,-,-,-,-
1998-06-08,12.79,-,-,-,-,-,-
1998-06-09,12.36,-,-,-,-,-,-
1998-06-10,12.01,-,-,-,-,-,-
1998-06-11,11.38,-,-,-,-,-,-
1998-06-12,12.28,-,-,-,-,-,-
1998-06-15,11.75,-,-,-,-,-,-
1998-06-16,11.83,-,-,-,-,-,-
1998-06-17,11.75,-,-,-,-,-,-
1998-06-18,12.05,-,-,-,-,-,-
1998-06-19,12.1,-,-,-,-,-,-
1998-06-22,12.42,-,-,-,-,-,-
1998-06-23,12.14,-,-,-,-,-,-
1998-06-24,12.0,-,-,-,-,-,-
1998-06-25,11.7,-,-,-,-,-,-
1998-06-26,11.53,-,-,-,-,-,-
1998-06-29,11.32,-,-,-,-,-,-
1998-06-30,11.55,-,-,-,-,-,-
1998-07-01,11.36,-,-,-,-,-,-
1998-07-02,11.65,-,-,-,-,-,-
1998-07-03,11.67,-,-,-,-,-,-
1998-07-06,11.74,-,-,-,-,-,-
1998-07-07,11.78,-,-,-,-,-,-
1998-07-08,12.5,-,-,-,-,-,-
1998-07-09,12.63,-,-,-,-,-,-
1998-07-10,12.52,-,-,-,-,-,-
1998-07-13,12.37,-,-,-,-,-,-
1998-07-14,12.47,-,-,-,-,-,-
1998-07-15,12.98,-,-,-,-,-,-
1998-07-16,12.7,-,-,-,-,-,-
1998-07-17,12.59,-,-,-,-,-,-
1998-07-20,12.18,-,-,-,-,-,-
1998-07-21,11.99,-,-,-,-,-,-
1998-07-22,11.85,-,-,-,-,-,-
1998-07-23,11.8,-,-,-,-,-,-
1998-07-24,11.95,-,-,-,-,-,-
1998-07-27,11.5,-,-,-,-,-,-
1998-07-28,11.68,-,-,-,-,-,-
1998-07-29,11.5,-,-,-,-,-,-
1998-07-30,11.3,-,-,-,-,-,-
1998-07-31,11.48,-,-,-,-,-,-
1998-08-03,11.23,-,-,-,-,-,-
1998-08-04,10.88,-,-,-,-,-,-
1998-08-05,11.02,-,-,-,-,-,-
1998-08-06,10.87,-,-,-,-,-,-
1998-08-07,10.5,-,-,-,-,-,-
1998-08-10,10.01,-,-,-,-,-,-
1998-08-11,10.04,-,-,-,-,-,-
1998-08-12,10.0,-,-,-,-,-,-
1998-08-13,10.07,-,-,-,-,-,-
1998-08-14,9.61,-,-,-,-,-,-
1998-08-17,8.65,-,-,-,-,-,-
1998-08-18,8.13,-,-,-,-,-,-
1998-08-19,8.6,-,-,-,-,-,-
1998-08-20,9.06,-,-,-,-,-,-
1998-08-21,9.17,-,-,-,-,-,-
1998-08-24,9.16,-,-,-,-,-,-
1998-08-25,9.04,-,-,-,-,-,-
1998-08-26,9.73,-,-,-,-,-,-
1998-08-27,9.37,-,-,-,-,-,-
1998-08-28,9.04,-,-,-,-,-,-
1998-08-31,9.15,-,-,-,-,-,-
1998-09-01,9.16,-,-,-,-,-,-
1998-09-02,9.28,-,-,-,-,-,-
1998-09-03,9.57,-,-,-,-,-,-
1998-09-04,9.58,-,-,-,-,-,-
1998-09-07,9.84,-,-,-,-,-,-
1998-09-08,9.64,-,-,-,-,-,-
1998-09-09,9.89,-,-,-,-,-,-
1998-09-10,10.12,-,-,-,-,-,-
1998-09-11,10.1,-,-,-,-,-,-
1998-09-14,10.51,-,-,-,-,-,-
1998-09-15,10.3,-,-,-,-,-,-
1998-09-16,10.25,-,-,-,-,-,-
1998-09-17,10.1,-,-,-,-,-,-
1998-09-18,9.7,-,-,-,-,-,-
1998-09-21,9.89,-,-,-,-,-,-
1998-09-22,9.85,-,-,-,-,-,-
1998-09-23,10.25,-,-,-,-,-,-
1998-09-24,10.27,-,-,-,-,-,-
1998-09-25,10.9,-,-,-,-,-,-
1998-09-28,11.08,-,-,-,-,-,-
1998-09-29,11.13,-,-,-,-,-,-
1998-09-30,11.22,-,-,-,-,-,-
1998-10-05,11.29,-,-,-,-,-,-
1998-10-06,10.8,-,-,-,-,-,-
1998-10-07,10.63,-,-,-,-,-,-
1998-10-08,10.85,-,-,-,-,-,-
1998-10-09,11.36,-,-,-,-,-,-
1998-10-12,11.51,-,-,-,-,-,-
1998-10-13,11.32,-,-,-,-,-,-
1998-10-14,11.23,-,-,-,-,-,-
1998-10-15,11.44,-,-,-,-,-,-
1998-10-16,11.54,-,-,-,-,-,-
1998-10-19,11.8,-,-,-,-,-,-
1998-10-20,11.63,-,-,-,-,-,-
1998-10-21,11.36,-,-,-,-,-,-
1998-10-22,11.63,-,-,-,-,-,-
1998-10-23,11.38,-,-,-,-,-,-
1998-10-26,11.28,-,-,-,-,-,-
1998-10-27,11.58,-,-,-,-,-,-
1998-10-28,12.01,-,-,-,-,-,-
1998-10-29,11.71,-,-,-,-,-,-
1998-10-30,11.7,-,-,-,-,-,-
1998-11-02,11.88,-,-,-,-,-,-
1998-11-03,12.04,-,-,-,-,-,-
1998-11-04,11.99,-,-,-,-,-,-
1998-11-05,11.88,-,-,-,-,-,-
1998-11-06,11.58,-,-,-,-,-,-
1998-11-09,11.65,-,-,-,-,-,-
1998-11-10,11.56,-,-,-,-,-,-
1998-11-11,11.66,-,-,-,-,-,-
1998-11-12,11.38,-,-,-,-,-,-
1998-11-13,11.88,-,-,-,-,-,-
1998-11-16,11.64,-,-,-,-,-,-
1998-11-17,11.44,-,-,-,-,-,-
1998-11-18,11.58,-,-,-,-,-,-
1998-11-19,11.33,-,-,-,-,-,-
1998-11-20,11.29,-,-,-,-,-,-
1998-11-23,11.39,-,-,-,-,-,-
1998-11-24,11.2,-,-,-,-,-,-
1998-11-25,11.18,-,-,-,-,-,-
1998-11-26,10.9,-,-,-,-,-,-
1998-11-27,10.67,-,-,-,-,-,-
1998-12-02,10.5,-,-,-,-,-,-
1998-12-03,10.37,-,-,-,-,-,-
1998-12-04,10.09,-,-,-,-,-,-
1998-12-07,9.85,-,-,-,-,-,-
1998-12-08,9.88,-,-,-,-,-,-
1998-12-09,10.29,-,-,-,-,-,-
1998-12-10,10.0,-,-,-,-,-,-
1998-12-11,9.92,-,-,-,-,-,-
1998-12-14,9.34,-,-,-,-,-,-
1998-12-15,9.3,-,-,-,-,-,-
1998-12-16,9.1,-,-,-,-,-,-
1998-12-17,8.92,-,-,-,-,-,-
1998-12-18,8.92,-,-,-,-,-,-
1998-12-21,9.07,-,-,-,-,-,-
1998-12-22,9.39,-,-,-,-,-,-
1998-12-23,9.36,-,-,-,-,-,-
1998-12-24,9.25,-,-,-,-,-,-
1998-12-25,9.23,-,-,-,-,-,-
1998-12-28,9.15,-,-,-,-,-,-
1998-12-29,9.01,-,-,-,-,-,-
1998-12-30,9.11,-,-,-,-,-,-
1998-12-31,9.0,-,-,-,-,-,-
1999-01-04,8.8,-,-,-,-,-,-
1999-01-05,8.69,-,-,-,-,-,-
1999-01-06,8.8,-,-,-,-,-,-
1999-01-07,8.69,-,-,-,-,-,-
1999-01-08,9.17,-,-,-,-,-,-
1999-01-11,9.28,-,-,-,-,-,-
1999-01-12,9.27,-,-,-,-,-,-
1999-01-13,9.3,-,-,-,-,-,-
1999-01-14,9.54,-,-,-,-,-,-
1999-01-15,8.98,-,-,-,-,-,-
1999-01-18,9.26,-,-,-,-,-,-
1999-01-19,9.24,-,-,-,-,-,-
1999-01-20,9.12,-,-,-,-,-,-
1999-01-21,9.28,-,-,-,-,-,-
1999-01-22,9.29,-,-,-,-,-,-
1999-01-25,9.0,-,-,-,-,-,-
1999-01-26,8.71,-,-,-,-,-,-
1999-01-27,8.93,-,-,-,-,-,-
1999-01-28,8.74,-,-,-,-,-,-
1999-01-29,8.71,-,-,-,-,-,-
1999-02-01,8.57,-,-,-,-,-,-
1999-02-02,8.75,-,-,-,-,-,-
1999-02-03,8.78,-,-,-,-,-,-
1999-02-04,8.58,-,-,-,-,-,-
1999-02-05,8.27,-,-,-,-,-,-
1999-02-08,8.26,-,-,-,-,-,-
1999-02-09,8.46,-,-,-,-,-,-
1999-03-01,8.51,-,-,-,-,-,-
1999-03-02,8.74,-,-,-,-,-,-
1999-03-03,8.97,-,-,-,-,-,-
1999-03-04,8.85,-,-,-,-,-,-
1999-03-05,9.1,-,-,-,-,-,-
1999-03-08,9.25,-,-,-,-,-,-
1999-03-09,9.12,-,-,-,-,-,-
1999-03-10,9.14,-,-,-,-,-,-
