trade_date,price,year_3_min,year_3_max,year_3_max_1_4,is_year_3_min,is_year_3_max,is_year_3_max_1_4_hold
2010-10-14,12.23,3.47,29.06,7.265,-,-,-
2010-10-15,12.08,3.47,29.06,7.265,-,-,-
2010-10-18,11.95,3.47,29.06,7.265,-,-,-
2010-10-19,12.39,3.47,29.06,7.265,-,-,-
2010-10-20,12.7,3.47,29.06,7.265,-,-,-
2010-10-21,12.58,3.47,29.06,7.265,-,-,-
2010-10-22,12.96,3.47,29.06,7.265,-,-,-
2010-10-25,13.61,3.47,29.06,7.265,-,-,-
2010-10-26,13.95,3.47,29.06,7.265,-,-,-
2010-10-27,14.0,3.47,29.06,7.265,-,-,-
2010-10-28,14.04,3.56,29.06,7.265,-,-,-
2010-10-29,13.57,3.58,29.06,7.265,-,-,-
2010-11-01,13.55,3.58,29.06,7.265,-,-,-
2010-11-02,13.38,3.58,29.06,7.265,-,-,-
2010-11-03,13.5,3.58,29.06,7.265,-,-,-
2010-11-04,13.58,3.58,29.06,7.265,-,-,-
2010-11-05,13.64,3.58,29.06,7.265,-,-,-
2010-11-08,13.97,3.58,29.06,7.265,-,-,-
2010-11-09,14.05,3.58,29.06,7.265,-,-,-
2010-11-10,13.93,3.58,29.06,7.265,-,-,-
2010-11-11,13.7,3.58,29.06,7.265,-,-,-
2010-11-12,13.02,3.58,29.06,7.265,-,-,-
2010-11-15,13.09,3.58,29.06,7.265,-,-,-
2010-11-16,12.72,3.58,29.06,7.265,-,-,-
2010-11-17,12.51,3.58,29.06,7.265,-,-,-
2010-11-18,12.8,3.58,29.06,7.265,-,-,-
2010-11-19,13.44,3.73,29.06,7.265,-,-,-
2011-07-11,9.0388,3.73,29.06,7.265,-,-,-
2011-07-12,8.5858,3.98,29.06,7.265,-,-,-
2011-07-13,8.4938,3.98,29.06,7.265,-,-,-
2011-07-14,8.3593,3.98,29.06,7.265,-,-,-
2011-07-15,8.6,3.98,29.06,7.265,-,-,-
2011-07-18,9.0318,3.98,29.06,7.265,-,-,-
2011-07-19,8.8265,3.98,29.06,7.265,-,-,-
2011-07-20,8.9751,3.98,29.06,7.265,-,-,-
2011-07-21,8.9893,3.98,29.06,7.265,-,-,-
2011-07-22,8.8406,3.98,29.06,7.265,-,-,-
2011-07-25,8.4018,3.98,29.06,7.265,-,-,-
2011-07-26,8.4018,3.98,29.06,7.265,-,-,-
2011-07-27,8.4797,3.98,29.06,7.265,-,-,-
2011-07-28,8.4513,4.11,29.06,7.265,-,-,-
2011-07-29,8.4443,4.16,29.06,7.265,-,-,-
2011-08-01,8.3169,4.19,29.06,7.265,-,-,-
2011-08-02,8.062,4.19,29.06,7.265,-,-,-
2011-08-03,8.0337,4.19,29.06,7.265,-,-,-
2011-08-04,8.0691,4.21,29.06,7.265,-,-,-
2011-08-05,7.9063,4.21,29.06,7.265,-,-,-
2011-08-08,7.5099,4.21,29.06,7.265,-,-,-
2011-08-09,7.4109,4.3,29.06,7.265,-,-,-
2011-08-10,7.4321,4.6,29.06,7.265,-,-,-
2011-08-11,7.6161,5.06,29.06,7.265,-,-,-
2011-08-12,7.7294,5.12,29.06,7.265,-,-,-
2011-08-15,7.8992,5.12,29.06,7.265,-,-,-
2011-08-16,7.8355,5.12,29.06,7.265,-,-,-
2011-08-17,7.9063,5.12,29.06,7.265,-,-,-
2011-08-18,7.6444,5.12,29.06,7.265,-,-,-
2011-08-19,7.7435,5.12,29.06,7.265,-,-,-
2011-08-22,7.7011,5.12,29.06,7.265,-,-,-
2011-08-23,7.9488,5.12,29.06,7.265,-,-,-
2011-08-24,7.8922,5.12,29.06,7.265,-,-,-
2011-08-25,8.0408,5.12,29.06,7.265,-,-,-
2011-08-26,8.331,5.12,29.06,7.265,-,-,-
2011-08-29,8.2885,5.12,29.06,7.265,-,-,-
2011-08-30,8.1257,5.12,29.06,7.265,-,-,-
2011-08-31,8.0762,5.12,29.06,7.265,-,-,-
2011-09-01,8.0904,5.12,29.06,7.265,-,-,-
2011-09-02,8.1257,5.12,29.06,7.265,-,-,-
2011-09-05,7.8709,5.12,29.06,7.265,-,-,-
2011-09-06,7.8002,5.12,29.06,7.265,-,-,-
2011-09-07,7.9771,5.12,29.06,7.265,-,-,-
2011-09-08,7.9913,5.12,29.06,7.265,-,-,-
2011-09-09,7.9134,5.12,29.06,7.265,-,-,-
2011-09-13,8.3098,5.12,29.06,7.265,-,-,-
2011-09-14,8.2744,5.12,29.06,7.265,-,-,-
2011-09-15,8.3452,5.12,29.06,7.265,-,-,-
2011-09-16,8.7628,5.12,29.06,7.265,-,-,-
2011-09-19,8.7628,5.12,29.06,7.265,-,-,-
2011-09-20,8.876,5.12,29.06,7.265,-,-,-
2011-09-21,8.9681,5.12,29.06,7.265,-,-,-
2011-09-22,9.329,5.12,29.06,7.265,-,-,-
2011-09-23,8.9822,5.12,29.06,7.265,-,-,-
2011-09-26,8.6,5.12,27.61,6.9025,-,-,-
2011-09-27,8.6708,5.12,26.23,6.5575,-,-,-
2011-09-28,8.3098,5.12,24.92,6.23,-,-,-
2011-09-29,8.1611,5.12,23.67,5.9175,-,-,-
2011-09-30,8.5717,5.12,22.49,5.6225,-,-,-
2011-10-10,8.7628,5.12,21.4,5.35,-,-,-
2011-10-12,8.8902,5.12,20.61,5.1525,-,-,-
2011-10-13,8.9893,5.12,20.61,5.1525,-,-,-
2011-10-14,8.8902,5.12,20.61,5.1525,-,-,-
2011-10-17,8.7345,5.12,20.61,5.1525,-,-,-
2011-10-18,9.1733,5.12,20.61,5.1525,-,-,-
2011-10-19,8.8336,5.12,20.61,5.1525,-,-,-
2011-10-20,8.423,5.12,20.61,5.1525,-,-,-
2011-10-21,8.0054,5.12,20.45,5.1125,-,-,-
2011-10-24,7.9913,5.12,19.43,4.8575,-,-,-
2011-10-25,8.3876,5.12,18.46,4.615,-,-,-
2011-10-26,8.4089,5.12,18.09,4.5225,-,-,-
2011-10-27,7.9913,5.12,18.09,4.5225,-,-,-
2011-10-28,8.1541,5.12,18.09,4.5225,-,-,-
2011-10-31,8.1399,5.12,17.72,4.43,-,-,-
2011-11-01,8.2036,5.12,17.72,4.43,-,-,-
2011-11-02,8.3664,5.12,17.72,4.43,-,-,-
2011-11-03,8.4726,5.12,17.72,4.43,-,-,-
2011-11-04,8.8265,5.12,17.72,4.43,-,-,-
2011-11-07,8.8194,5.12,17.72,4.43,-,-,-
2011-11-08,8.6778,5.12,17.72,4.43,-,-,-
2011-11-09,8.8265,5.12,17.72,4.43,-,-,-
2011-11-10,8.8336,5.12,17.72,4.43,-,-,-
2011-11-11,8.8053,5.12,16.83,4.2075,-,-,-
2011-11-14,8.9185,5.12,16.71,4.1775,-,-,-
2011-11-15,9.0955,5.12,16.71,4.1775,-,-,-
2011-11-16,8.784,5.12,16.71,4.1775,-,-,-
2011-11-17,8.876,5.12,16.71,4.1775,-,-,-
2011-11-18,8.9893,5.12,16.71,4.1775,-,-,-
2011-11-21,9.3432,5.12,16.71,4.1775,-,-,-
2011-11-22,8.9893,5.12,16.71,4.1775,-,-,-
2011-11-23,9.0955,5.12,16.71,4.1775,-,-,-
2011-11-24,8.784,5.12,16.71,4.1775,-,-,-
2011-11-25,8.9468,5.12,16.71,4.1775,-,-,-
2011-11-28,9.1308,5.12,16.71,4.1775,-,-,-
2011-11-29,9.1521,5.12,16.71,4.1775,-,-,-
2011-11-30,8.692,5.12,16.71,4.1775,-,-,-
2011-12-01,8.7699,5.12,16.71,4.1775,-,-,-
2011-12-02,8.331,5.12,16.71,4.1775,-,-,-
2011-12-05,7.9134,5.12,16.71,4.1775,-,-,-
2011-12-06,7.8568,5.12,16.71,4.1775,-,-,-
2011-12-07,7.9063,5.12,16.71,4.1775,-,-,-
2011-12-08,7.5099,5.12,16.71,4.1775,-,-,-
2011-12-09,7.1348,5.12,16.71,4.1775,-,-,-
2011-12-12,7.1206,5.12,16.71,4.1775,-,-,-
2011-12-13,6.8729,5.12,16.71,4.1775,-,-,-
2011-12-14,6.6393,5.12,16.71,4.1775,-,-,-
2011-12-15,6.3067,5.12,16.66,4.165,-,-,-
2011-12-16,6.2996,5.12,16.66,4.165,-,-,-
2011-12-19,6.4624,5.12,15.83,3.9575,-,-,-
2011-12-20,6.4553,5.12,15.09,3.7725,-,-,-
2011-12-21,6.1651,5.12,14.92,3.73,-,-,-
2011-12-22,5.9457,5.12,14.92,3.73,-,-,-
2011-12-23,5.9315,5.12,14.92,3.73,-,-,-
2011-12-26,5.889,5.12,14.92,3.73,-,-,-
2011-12-27,5.5918,5.12,14.92,3.73,-,-,-
2011-12-28,5.4502,5.12,14.92,3.73,-,-,-
2011-12-29,5.4927,5.12,14.91,3.7275,-,-,-
2011-12-30,5.6413,5.12,14.91,3.7275,-,-,-
2012-01-04,5.5351,5.12,14.91,3.7275,-,-,-
2012-01-05,5.2945,5.12,14.91,3.7275,-,-,-
2012-01-06,5.4856,5.12,14.91,3.7275,-,-,-
2012-01-09,5.7333,5.12,14.91,3.7275,-,-,-
2012-01-10,5.9315,5.12,14.91,3.7275,-,-,-
2012-01-11,5.8607,5.12,14.91,3.7275,-,-,-
2012-01-12,5.9174,5.12,14.91,3.7275,-,-,-
2012-01-13,5.9315,5.12,14.91,3.7275,-,-,-
2012-01-16,5.8678,5.12,14.91,3.7275,-,-,-
2012-02-29,6.158,5.12,14.91,3.7275,-,-,-
2012-03-01,6.4695,5.12,14.91,3.7275,-,-,-
2012-03-02,6.7951,5.12,14.91,3.7275,-,-,-
2012-03-05,7.1348,5.12,14.91,3.7275,-,-,-
2012-03-06,7.4887,5.12,14.91,3.7275,-,-,-
2012-03-07,7.8639,5.12,14.91,3.7275,-,-,-
2012-04-17,7.4675,5.12,14.91,3.7275,-,-,-
2012-04-18,7.0923,5.12,14.91,3.7275,-,-,-
2012-04-19,7.1914,5.12,14.91,3.7275,-,-,-
2012-04-20,7.1136,5.12,14.91,3.7275,-,-,-
2012-04-23,7.2551,5.12,14.91,3.7275,-,-,-
2012-04-24,6.9366,5.12,14.91,3.7275,-,-,-
2012-04-25,6.8375,5.12,14.91,3.7275,-,-,-
2012-04-26,6.9012,5.12,14.91,3.7275,-,-,-
2012-04-27,6.6181,5.12,14.91,3.7275,-,-,-
2012-05-02,6.4836,5.12,14.91,3.7275,-,-,-
2012-05-03,6.6818,5.12,14.91,3.7275,-,-,-
2012-05-04,6.9508,5.12,14.91,3.7275,-,-,-
2012-05-07,7.2976,5.12,14.91,3.7275,-,-,-
2012-05-08,7.2764,5.12,14.91,3.7275,-,-,-
2012-05-09,7.4604,5.12,14.91,3.7275,-,-,-
2012-05-10,7.4321,5.12,14.91,3.7275,-,-,-
2012-05-11,7.4321,5.12,14.91,3.7275,-,-,-
2012-05-14,7.2197,5.12,14.91,3.7275,-,-,-
2012-05-15,7.3118,5.12,14.91,3.7275,-,-,-
2012-05-16,7.609,5.12,14.91,3.7275,-,-,-
2012-05-17,7.786,5.12,14.91,3.7275,-,-,-
2012-05-18,7.6161,5.12,14.91,3.7275,-,-,-
2012-05-21,7.9983,5.12,14.91,3.7275,-,-,-
2012-05-22,8.1753,5.12,14.91,3.7275,-,-,-
2012-05-23,8.2744,5.12,14.91,3.7275,-,-,-
2012-05-24,8.6849,5.12,14.91,3.7275,-,-,-
2012-05-25,8.6778,5.12,14.91,3.7275,-,-,-
2012-05-28,8.3664,5.12,14.91,3.7275,-,-,-
2012-05-29,8.1965,5.12,14.91,3.7275,-,-,-
2012-05-30,8.4938,5.12,14.91,3.7275,-,-,-
2012-05-31,8.4089,5.12,14.91,3.7275,-,-,-
2012-06-01,8.2673,5.12,14.91,3.7275,-,-,-
2012-06-04,8.2107,5.12,14.91,3.7275,-,-,-
2012-06-05,8.2673,5.12,14.91,3.7275,-,-,-
2012-06-06,8.2744,5.12,14.91,3.7275,-,-,-
2012-06-07,8.1682,5.12,14.91,3.7275,-,-,-
2012-06-08,8.1611,5.12,14.91,3.7275,-,-,-
2012-06-11,8.4018,5.12,14.91,3.7275,-,-,-
2012-06-13,8.4797,5.12,14.91,3.7275,-,-,-
2012-06-14,8.3169,5.12,14.91,3.7275,-,-,-
2012-06-15,8.3735,5.12,14.91,3.7275,-,-,-
2012-06-18,8.7274,5.12,14.91,3.7275,-,-,-
2012-06-19,8.6283,5.12,14.91,3.7275,-,-,-
2012-06-20,9.0601,5.12,14.91,3.7275,-,-,-
2012-06-21,9.4069,5.12,14.91,3.7275,-,-,-
2012-06-25,8.9539,5.12,14.91,3.7275,-,-,-
2012-06-26,8.9539,5.12,14.91,3.7275,-,-,-
2012-06-27,9.2158,5.12,14.91,3.7275,-,-,-
2012-06-28,9.2158,5.12,14.91,3.7275,-,-,-
2012-06-29,9.2087,5.12,14.91,3.7275,-,-,-
2012-07-02,9.3857,5.12,14.91,3.7275,-,-,-
2012-07-03,9.2795,5.12,14.91,3.7275,-,-,-
2012-07-04,8.961,5.12,14.91,3.7275,-,-,-
2012-07-05,8.9893,5.12,14.91,3.7275,-,-,-
2012-07-06,8.9751,5.12,14.91,3.7275,-,-,-
2012-07-09,8.9822,5.12,14.91,3.7275,-,-,-
2012-07-10,8.5363,5.12,14.91,3.7275,-,-,-
2012-07-11,8.6354,5.12,14.91,3.7275,-,-,-
2012-07-12,8.6495,5.12,14.91,3.7275,-,-,-
2012-07-13,8.8194,5.12,14.91,3.7275,-,-,-
2012-07-16,8.7769,5.12,14.91,3.7275,-,-,-
2012-07-17,8.8336,5.12,14.91,3.7275,-,-,-
2012-07-18,8.692,5.12,14.91,3.7275,-,-,-
2012-07-19,8.5646,5.12,14.91,3.7275,-,-,-
2012-07-20,8.5221,5.12,14.91,3.7275,-,-,-
2012-07-23,8.1541,5.12,14.91,3.7275,-,-,-
2012-07-24,8.147,5.12,14.91,3.7275,-,-,-
2012-07-25,7.9063,5.12,14.91,3.7275,-,-,-
2012-07-26,7.8851,5.12,14.91,3.7275,-,-,-
2012-07-27,8.2815,5.12,14.91,3.7275,-,-,-
2012-07-30,7.8709,5.12,14.91,3.7275,-,-,-
2012-07-31,7.4746,5.12,14.91,3.7275,-,-,-
2012-08-01,7.0994,5.12,14.91,3.7275,-,-,-
2012-08-02,7.1985,5.12,14.91,3.7275,-,-,-
2012-08-03,7.3259,5.12,14.91,3.7275,-,-,-
2012-08-06,7.4321,5.12,14.91,3.7275,-,-,-
2012-08-07,7.6657,5.12,14.91,3.7275,-,-,-
2012-08-08,7.9276,5.12,14.91,3.7275,-,-,-
2012-08-09,7.9276,5.12,14.91,3.7275,-,-,-
2012-08-10,7.8639,5.12,14.91,3.7275,-,-,-
2012-08-13,7.8214,5.12,14.91,3.7275,-,-,-
2012-08-14,7.8285,5.12,14.91,3.7275,-,-,-
2012-08-15,7.6444,5.12,14.91,3.7275,-,-,-
2012-08-16,7.2905,5.12,14.91,3.7275,-,-,-
2012-08-17,7.3542,5.12,14.91,3.7275,-,-,-
2012-08-20,7.5312,5.12,14.91,3.7275,-,-,-
2012-08-21,7.7294,5.12,14.91,3.7275,-,-,-
2012-08-22,7.8214,5.12,14.91,3.7275,-,-,-
2012-08-23,7.9346,5.12,14.91,3.7275,-,-,-
2012-08-24,7.8568,5.12,14.91,3.7275,-,-,-
2012-08-27,7.786,5.12,14.91,3.7275,-,-,-
2012-08-28,8.1753,5.12,14.91,3.7275,-,-,-
2012-08-29,8.0691,5.12,14.91,3.7275,-,-,-
2012-08-30,7.8992,5.12,14.91,3.7275,-,-,-
2012-08-31,8.2744,5.12,14.91,3.7275,-,-,-
2012-09-03,8.1824,5.12,14.91,3.7275,-,-,-
2012-09-04,8.2107,5.12,14.91,3.7275,-,-,-
2012-09-05,8.1611,5.12,14.91,3.7275,-,-,-
2012-09-06,8.0196,5.23,14.91,3.7275,-,-,-
2012-09-07,8.239,5.2945,14.91,3.7275,-,-,-
2012-09-10,8.1895,5.2945,14.91,3.7275,-,-,-
2012-09-11,8.2178,5.2945,14.91,3.7275,-,-,-
2012-09-12,8.1824,5.2945,14.91,3.7275,-,-,-
2012-09-13,8.0974,5.2945,14.91,3.7275,-,-,-
2012-09-14,8.0196,5.2945,14.91,3.7275,-,-,-
2012-09-17,7.8214,5.2945,14.91,3.7275,-,-,-
2012-09-18,7.5737,5.2945,14.91,3.7275,-,-,-
2012-09-19,7.7081,5.2945,14.91,3.7275,-,-,-
2012-09-20,7.6515,5.2945,14.91,3.7275,-,-,-
2012-09-21,7.6798,5.2945,14.91,3.7275,-,-,-
2012-09-24,7.5949,5.2945,14.91,3.7275,-,-,-
2012-09-25,7.6798,5.2945,14.91,3.7275,-,-,-
2012-09-26,7.7718,5.2945,14.91,3.7275,-,-,-
2012-12-26,8.1611,5.2945,14.91,3.7275,-,-,-
2012-12-27,8.5717,5.2945,14.91,3.7275,-,-,-
2012-12-28,9.0034,5.2945,14.91,3.7275,-,-,-
2012-12-31,8.7062,5.2945,14.91,3.7275,-,-,-
2013-01-04,8.5363,5.2945,14.91,3.7275,-,-,-
2013-01-07,8.961,5.2945,14.91,3.7275,-,-,-
2013-01-08,9.3078,5.2945,14.91,3.7275,-,-,-
2013-01-09,8.9185,5.2945,14.91,3.7275,-,-,-
2013-01-10,8.9539,5.2945,14.91,3.7275,-,-,-
2013-01-11,8.9256,5.2945,14.91,3.7275,-,-,-
2013-01-14,9.0105,5.2945,14.91,3.7275,-,-,-
2013-01-15,8.9893,5.2945,14.91,3.7275,-,-,-
2013-01-16,9.237,5.2945,14.91,3.7275,-,-,-
2013-01-17,9.1521,5.2945,14.91,3.7275,-,-,-
2013-01-18,9.6122,5.2945,14.91,3.7275,-,-,-
2013-01-21,10.0935,5.2945,14.91,3.7275,-,-,-
2013-01-22,10.1784,5.2945,14.91,3.7275,-,-,-
2013-01-23,10.0227,5.2945,14.91,3.7275,-,-,-
2013-01-24,10.5253,5.2945,14.91,3.7275,-,-,-
2013-01-25,11.049,5.2945,14.91,3.7275,-,-,-
2013-01-28,11.6011,5.2945,14.91,3.7275,-,-,-
2013-01-29,11.1127,5.2945,14.91,3.7275,-,-,-
2013-01-30,10.9004,5.2945,14.91,3.7275,-,-,-
2013-01-31,11.1623,5.2945,14.91,3.7275,-,-,-
2013-02-01,11.1835,5.2945,14.91,3.7275,-,-,-
2013-02-04,10.7093,5.2945,14.91,3.7275,-,-,-
2013-02-05,10.7588,5.2945,14.91,3.7275,-,-,-
2013-02-06,10.596,5.2945,14.91,3.7275,-,-,-
2013-02-07,10.6739,5.2945,14.91,3.7275,-,-,-
2013-02-08,10.6173,5.2945,14.91,3.7275,-,-,-
2013-02-18,11.042,5.2945,14.91,3.7275,-,-,-
2013-02-19,10.7447,5.2945,14.91,3.7275,-,-,-
2013-02-20,10.865,5.2945,14.91,3.7275,-,-,-
2013-02-21,10.4686,5.2945,14.91,3.7275,-,-,-
2013-02-22,10.4686,5.2945,14.91,3.7275,-,-,-
2013-02-25,10.7022,5.2945,14.91,3.7275,-,-,-
2013-02-26,10.5394,5.2945,14.91,3.7275,-,-,-
2013-02-27,10.4403,5.2945,14.91,3.7275,-,-,-
2013-02-28,10.5111,5.2945,14.91,3.7275,-,-,-
2013-03-01,11.0349,5.2945,14.91,3.7275,-,-,-
2013-03-04,10.7447,5.2945,14.91,3.7275,-,-,-
2013-03-05,10.8438,5.2945,14.91,3.7275,-,-,-
2013-03-06,11.1764,5.2945,14.91,3.7275,-,-,-
2013-03-07,10.8438,5.2945,14.91,3.7275,-,-,-
2013-03-08,10.8862,5.2945,14.91,3.7275,-,-,-
2013-03-11,10.6314,5.2945,14.91,3.7275,-,-,-
2013-03-12,10.1006,5.2945,14.91,3.7275,-,-,-
2013-03-13,9.8599,5.2945,14.91,3.7275,-,-,-
2013-03-14,10.3554,5.2945,14.91,3.7275,-,-,-
2013-03-15,10.4262,5.2945,14.91,3.7275,-,-,-
2013-03-18,10.2704,5.2945,14.91,3.7275,-,-,-
2013-03-19,10.7871,5.2945,14.91,3.7275,-,-,-
2013-03-20,11.1269,5.2945,14.91,3.7275,-,-,-
2013-03-22,11.7498,5.2945,14.91,3.7275,-,-,-
2013-03-25,11.4808,5.2945,14.91,3.7275,-,-,-
2013-03-26,11.0773,5.2945,14.91,3.7275,-,-,-
2013-03-27,12.1886,5.2945,14.91,3.7275,-,-,-
2013-03-28,12.9814,5.2945,14.91,3.7275,-,-,-
2013-03-29,12.9389,5.2945,14.91,3.7275,-,-,-
2013-04-01,12.8681,5.2945,14.91,3.7275,-,-,-
2013-04-02,12.0824,5.2945,14.91,3.7275,-,-,-
2013-04-03,12.1815,5.2945,14.91,3.7275,-,-,-
2013-04-08,11.8135,5.2945,14.91,3.7275,-,-,-
2013-04-09,11.7498,5.2945,14.91,3.7275,-,-,-
2013-04-10,11.6648,5.2945,14.91,3.7275,-,-,-
2013-04-11,11.2614,5.2945,14.91,3.7275,-,-,-
2013-04-12,10.8862,5.2945,14.91,3.7275,-,-,-
2013-04-15,10.5677,5.2945,14.91,3.7275,-,-,-
2013-04-16,10.7447,5.2945,14.91,3.7275,-,-,-
2013-04-17,11.8206,5.2945,14.91,3.7275,-,-,-
2013-04-18,12.4717,5.2945,14.91,3.7275,-,-,-
2013-04-19,12.2736,5.2945,14.91,3.7275,-,-,-
2013-04-22,12.3443,5.2945,14.91,3.7275,-,-,-
2013-04-23,11.3534,5.2945,14.91,3.7275,-,-,-
2013-04-24,11.3534,5.2945,14.91,3.7275,-,-,-
2013-04-25,11.4737,5.2945,14.91,3.7275,-,-,-
2013-04-26,11.0278,5.2945,14.91,3.7275,-,-,-
2013-05-02,10.9287,5.2945,14.91,3.7275,-,-,-
2013-05-03,11.0986,5.2945,14.91,3.7275,-,-,-
2013-05-06,11.2048,5.2945,14.91,3.7275,-,-,-
2013-05-07,10.9216,5.2945,14.91,3.7275,-,-,-
2013-05-08,11.6578,5.2945,14.91,3.7275,-,-,-
2013-05-09,11.5091,5.2945,14.91,3.7275,-,-,-
2013-05-10,11.4313,5.2945,14.91,3.7275,-,-,-
2013-05-13,11.4596,5.2945,14.91,3.7275,-,-,-
2013-05-14,11.41,5.2945,14.91,3.7275,-,-,-
2013-05-15,11.2331,5.2945,14.91,3.7275,-,-,-
2013-05-16,11.1623,5.2945,14.91,3.7275,-,-,-
2013-05-17,11.2755,5.2945,14.91,3.7275,-,-,-
2013-05-20,11.318,5.2945,14.91,3.7275,-,-,-
2013-05-21,11.5587,5.2945,14.91,3.7275,-,-,-
2013-05-22,11.502,5.2945,14.91,3.7275,-,-,-
2013-05-23,12.0258,5.2945,14.91,3.7275,-,-,-
2013-05-24,11.9197,5.2945,14.91,3.7275,-,-,-
2013-05-27,11.8559,5.2945,14.91,3.7275,-,-,-
2013-05-28,11.9763,5.2945,14.91,3.7275,-,-,-
2013-05-29,11.9904,5.2945,14.91,3.7275,-,-,-
2013-05-30,11.8418,5.2945,14.91,3.7275,-,-,-
2013-05-31,11.9621,5.2945,14.91,3.7275,-,-,-
2013-06-03,12.3868,5.2945,14.91,3.7275,-,-,-
2013-06-04,12.4505,5.2945,14.91,3.7275,-,-,-
2013-06-05,12.0329,5.2945,14.91,3.7275,-,-,-
2013-06-06,11.8064,5.2945,14.91,3.7275,-,-,-
2013-06-07,11.8206,5.2945,14.91,3.7275,-,-,-
2013-06-13,13.0026,5.2945,14.91,3.7275,-,-,-
2013-06-14,12.9035,5.2945,14.91,3.7275,-,-,-
2013-06-17,13.5264,5.2945,14.91,3.7275,-,-,-
2013-06-18,13.8024,5.2945,14.91,3.7275,-,-,-
2013-06-19,13.0946,5.2945,14.91,3.7275,-,-,-
2013-06-20,12.3868,5.2945,14.91,3.7275,-,-,-
2013-06-21,11.9621,5.2945,14.91,3.7275,-,-,-
2013-06-24,10.7659,5.2945,14.91,3.7275,-,-,-
2013-06-25,10.5465,5.2945,14.91,3.7275,-,-,-
2013-06-26,10.8438,5.2945,14.91,3.7275,-,-,-
2013-06-27,10.9995,5.2945,14.91,3.7275,-,-,-
2013-06-28,10.8296,5.2945,14.91,3.7275,-,-,-
2013-07-01,11.1127,5.2945,14.91,3.7275,-,-,-
2013-07-02,11.2401,5.2945,14.91,3.7275,-,-,-
2013-07-03,11.4596,5.2945,14.91,3.7275,-,-,-
2013-07-04,11.2401,5.2945,14.91,3.7275,-,-,-
2013-07-05,10.9287,5.2945,14.91,3.7275,-,-,-
2013-07-08,10.235,5.2945,14.91,3.7275,-,-,-
2013-07-09,10.0652,5.2945,14.91,3.7275,-,-,-
2013-07-10,10.8862,5.2945,14.91,3.7275,-,-,-
2013-07-11,11.0986,5.2945,14.91,3.7275,-,-,-
2013-07-12,10.9499,5.2945,14.91,3.7275,-,-,-
2013-07-15,11.0915,5.2945,14.91,3.7275,-,-,-
2013-07-16,11.1127,5.2945,14.91,3.7275,-,-,-
2013-07-17,10.9358,5.2945,14.91,3.7275,-,-,-
2013-07-18,11.1198,5.2945,14.91,3.7275,-,-,-
2013-07-19,10.6173,5.2945,14.91,3.7275,-,-,-
2013-07-22,10.8721,5.2945,14.91,3.7275,-,-,-
2013-07-23,10.9146,5.2945,14.91,3.7275,-,-,-
2013-07-24,11.1481,5.2945,14.91,3.7275,-,-,-
2013-07-25,10.9075,5.2945,14.91,3.7275,-,-,-
2013-07-26,10.8155,5.2945,14.91,3.7275,-,-,-
2013-07-29,11.8984,5.2945,14.91,3.7275,-,-,-
2013-07-30,12.3868,5.2945,14.91,3.7275,-,-,-
2013-07-31,12.7407,5.2945,14.91,3.7275,-,-,-
2013-08-01,12.5496,5.2945,14.91,3.7275,-,-,-
2013-08-02,12.1462,5.2945,14.91,3.7275,-,-,-
2013-08-05,12.2382,5.2945,14.91,3.7275,-,-,-
2013-08-06,12.3231,5.2945,14.91,3.7275,-,-,-
2013-08-07,12.1886,5.2945,14.91,3.7275,-,-,-
2013-08-08,12.677,5.2945,14.91,3.7275,-,-,-
2013-08-09,12.2806,5.2945,14.91,3.7275,-,-,-
2013-08-12,12.2806,5.2945,14.91,3.7275,-,-,-
2013-08-13,12.3019,5.2945,14.91,3.7275,-,-,-
2013-08-14,12.2099,5.2945,14.91,3.7275,-,-,-
2013-08-15,11.8489,5.2945,14.91,3.7275,-,-,-
2013-08-16,11.7144,5.2945,14.91,3.7275,-,-,-
2013-08-19,11.8843,5.2945,14.91,3.7275,-,-,-
2013-08-20,12.0966,5.2945,14.91,3.7275,-,-,-
2013-08-21,11.948,5.2945,14.91,3.7275,-,-,-
2013-08-22,12.316,5.2945,14.91,3.7275,-,-,-
2013-08-23,12.1957,5.2945,14.91,3.7275,-,-,-
2013-08-26,12.2169,5.2945,14.91,3.7275,-,-,-
2013-08-27,12.1108,5.2945,14.91,3.7275,-,-,-
2013-08-28,11.863,5.2945,14.91,3.7275,-,-,-
2013-08-29,12.1886,5.2945,14.91,3.7275,-,-,-
2013-08-30,12.0541,5.2945,14.91,3.7275,-,-,-
2013-09-02,11.8772,5.2945,14.91,3.7275,-,-,-
2013-09-03,11.8984,5.2945,14.91,3.7275,-,-,-
2013-09-04,11.8843,5.2945,14.91,3.7275,-,-,-
2013-09-05,12.1178,5.2945,14.91,3.7275,-,-,-
2013-09-06,12.1037,5.2945,14.91,3.7275,-,-,-
2013-09-09,11.9338,5.2945,14.91,3.7275,-,-,-
2013-09-10,11.8701,5.2945,14.91,3.7275,-,-,-
2013-09-11,11.7993,5.2945,14.91,3.7275,-,-,-
2013-09-12,11.5091,5.2945,14.91,3.7275,-,-,-
2013-09-13,11.2897,5.2945,14.91,3.7275,-,-,-
2013-09-16,11.3534,5.2945,14.91,3.7275,-,-,-
2013-09-17,11.226,5.2945,14.91,3.7275,-,-,-
2013-09-18,11.3605,5.2945,14.91,3.7275,-,-,-
2013-09-23,11.5728,5.2945,14.91,3.7275,-,-,-
