index,trade_date,price,year_3_min,year_3_max,is_year_3_min,is_year_3_max,is_year_3_min_1_4_hold
0,1996/9/13,6.1818,,,0,0,0
1,1996/9/16,5.6667,,,0,0,0
2,1996/9/17,5.9333,,,0,0,0
3,1996/9/18,5.3939,,,0,0,0
4,1996/9/19,5.3333,,,0,0,0
5,1996/9/20,5.4424,,,0,0,0
6,1996/9/23,5.2727,,,0,0,0
7,1996/9/24,5.3939,,,0,0,0
8,1996/9/25,5.303,,,0,0,0
9,1996/9/26,5.3091,,,0,0,0
10,1996/9/27,5.4424,,,0,0,0
11,1996/10/3,5.4545,,,0,0,0
12,1996/10/4,5.4303,,,0,0,0
13,1996/10/7,5.5879,,,0,0,0
14,1996/10/8,5.6667,,,0,0,0
15,1996/10/9,5.5394,,,0,0,0
16,1996/10/10,5.5212,,,0,0,0
17,1996/10/11,5.4545,,,0,0,0
18,1996/10/14,5.503,,,0,0,0
19,1996/10/15,5.7152,,,0,0,0
20,1996/10/16,5.9394,,,0,0,0
21,1996/10/17,6.9394,,,0,0,0
22,1996/10/18,6.2061,,,0,0,0
23,1996/10/21,6.6727,,,0,0,0
24,1996/10/22,6.2667,,,0,0,0
25,1996/10/23,6.2606,,,0,0,0
26,1996/10/24,6.2727,,,0,0,0
27,1996/10/25,6.1818,,,0,0,0
28,1996/10/28,6.3576,,,0,0,0
29,1996/10/29,6.4364,,,0,0,0
30,1996/10/30,6.2121,,,0,0,0
31,1996/10/31,6.4606,,,0,0,0
32,1996/11/1,6.2727,,,0,0,0
33,1996/11/4,6.6667,,,0,0,0
34,1996/11/5,6.4242,,,0,0,0
35,1996/11/6,6.303,,,0,0,0
36,1996/11/7,6.297,,,0,0,0
37,1996/11/8,6.3455,,,0,0,0
38,1996/11/11,6.5879,,,0,0,0
39,1996/11/12,6.4848,,,0,0,0
40,1996/11/13,6.7879,,,0,0,0
41,1996/11/14,7.1636,,,0,0,0
42,1996/11/15,7.2424,,,0,0,0
43,1996/11/18,7.3333,,,0,0,0
44,1996/11/19,7.8485,,,0,0,0
45,1996/11/20,8.7152,,,0,0,0
46,1996/11/21,9.0606,,,0,0,0
47,1996/11/22,9.303,,,0,0,0
48,1996/11/25,9.3939,,,0,0,0
49,1996/11/26,9.0303,,,0,0,0
50,1996/11/27,9.1515,,,0,0,0
51,1996/11/28,10.3091,,,0,0,0
52,1996/11/29,9.8182,,,0,0,0
53,1996/12/2,9.3515,,,0,0,0
54,1996/12/3,9.697,,,0,0,0
55,1996/12/4,10.2424,,,0,0,0
56,1996/12/5,10.4303,,,0,0,0
57,1996/12/6,10.3333,,,0,0,0
58,1996/12/9,10.5758,,,0,0,0
59,1996/12/10,10.4848,,,0,0,0
60,1996/12/11,10.7879,,,0,0,0
61,1996/12/12,10.7394,,,0,0,0
62,1996/12/13,10.1212,,,0,0,0
63,1996/12/16,9.1333,,,0,0,0
64,1996/12/17,8.2182,,,0,0,0
65,1996/12/18,8.4848,,,0,0,0
66,1996/12/19,7.6364,,,0,0,0
67,1996/12/20,6.8727,,,0,0,0
68,1996/12/23,6.4545,,,0,0,0
69,1996/12/24,6.1091,,,0,0,0
70,1996/12/25,6.5273,,,0,0,0
71,1996/12/26,6.6667,,,0,0,0
72,1996/12/27,7.2606,,,0,0,0
73,1996/12/30,7.9394,,,0,0,0
74,1996/12/31,7.6485,,,0,0,0
75,1997/1/2,7.6788,,,0,0,0
76,1997/1/3,7.2121,,,0,0,0
77,1997/1/6,6.7212,,,0,0,0
78,1997/1/7,7.1273,,,0,0,0
79,1997/1/8,6.8788,,,0,0,0
80,1997/1/9,7,,,0,0,0
81,1997/1/10,7.097,,,0,0,0
82,1997/1/13,7.2909,,,0,0,0
83,1997/1/14,7.0485,,,0,0,0
84,1997/1/15,7.1394,,,0,0,0
85,1997/1/16,7.1091,,,0,0,0
86,1997/1/17,7.1515,,,0,0,0
87,1997/1/20,7.1818,,,0,0,0
88,1997/1/21,7.2,,,0,0,0
89,1997/1/22,7.1939,,,0,0,0
90,1997/1/23,7.3091,,,0,0,0
91,1997/1/24,7.4303,,,0,0,0
92,1997/1/27,7.4364,,,0,0,0
93,1997/1/28,7.5212,,,0,0,0
94,1997/1/29,7.5152,,,0,0,0
95,1997/1/30,7.4424,,,0,0,0
96,1997/1/31,7.3576,,,0,0,0
97,1997/2/17,7.3333,,,0,0,0
98,1997/2/18,6.6,,,0,0,0
99,1997/2/19,6.9091,,,0,0,0
100,1997/2/20,6.6667,,,0,0,0
101,1997/2/21,6.8061,,,0,0,0
102,1997/2/24,6.7273,,,0,0,0
103,1997/2/25,7.0909,,,0,0,0
104,1997/2/26,7.2121,,,0,0,0
105,1997/2/27,7.2606,,,0,0,0
106,1997/2/28,7.2727,,,0,0,0
107,1997/3/3,7.7455,,,0,0,0
108,1997/3/4,7.7576,,,0,0,0
109,1997/3/5,7.5212,,,0,0,0
110,1997/3/6,7.5697,,,0,0,0
111,1997/3/7,7.4545,,,0,0,0
112,1997/3/10,7.2727,,,0,0,0
113,1997/3/11,7.5455,,,0,0,0
114,1997/3/12,7.4606,,,0,0,0
115,1997/3/13,7.7394,,,0,0,0
116,1997/3/14,7.6182,,,0,0,0
117,1997/3/17,7.6061,,,0,0,0
118,1997/3/18,7.4848,,,0,0,0
119,1997/3/19,7.7394,,,0,0,0
120,1997/3/20,7.8182,,,0,0,0
121,1997/3/21,8.4,,,0,0,0
122,1997/3/24,8.5576,,,0,0,0
123,1997/3/25,8.303,,,0,0,0
124,1997/3/26,8.2727,,,0,0,0
125,1997/3/27,8.1818,,,0,0,0
126,1997/3/28,8.2424,,,0,0,0
127,1997/3/31,8.3818,,,0,0,0
128,1997/4/1,8.7576,,,0,0,0
129,1997/4/2,8.4182,,,0,0,0
130,1997/4/3,8.2848,,,0,0,0
131,1997/4/4,8.2424,,,0,0,0
132,1997/4/7,8.0303,,,0,0,0
133,1997/4/8,8.1212,,,0,0,0
134,1997/4/9,8.1152,,,0,0,0
135,1997/4/10,7.9636,,,0,0,0
136,1997/4/11,7.697,,,0,0,0
137,1997/4/14,7.8242,,,0,0,0
138,1997/4/15,8.1333,,,0,0,0
139,1997/4/16,8.0485,,,0,0,0
140,1997/4/17,8.0909,,,0,0,0
141,1997/4/18,7.9697,,,0,0,0
142,1997/4/21,7.9879,,,0,0,0
143,1997/4/22,7.9879,,,0,0,0
144,1997/4/23,8.0667,,,0,0,0
145,1997/4/24,8.3515,,,0,0,0
146,1997/4/25,8.0606,,,0,0,0
147,1997/4/28,7.8061,,,0,0,0
148,1997/4/29,8,,,0,0,0
149,1997/4/30,7.9697,,,0,0,0
150,1997/5/5,8.0061,,,0,0,0
151,1997/5/6,8.0606,,,0,0,0
152,1997/5/7,8.6788,,,0,0,0
153,1997/5/8,8.3636,,,0,0,0
154,1997/5/9,9.0061,,,0,0,0
155,1997/5/12,9.9091,,,0,0,0
156,1997/5/13,9.4424,,,0,0,0
157,1997/5/14,8.8788,,,0,0,0
158,1997/5/15,9.497,,,0,0,0
159,1997/5/16,9.0182,,,0,0,0
160,1997/5/19,9.5515,,,0,0,0
161,1997/5/20,9.5758,,,0,0,0
162,1997/5/21,9.4242,,,0,0,0
163,1997/5/22,8.6364,,,0,0,0
164,1997/5/23,9.1515,,,0,0,0
165,1997/5/26,9.5212,,,0,0,0
166,1997/5/27,9.7818,,,0,0,0
167,1997/5/28,9.5152,,,0,0,0
168,1997/5/29,9.3515,,,0,0,0
169,1997/5/30,9.9152,,,0,0,0
170,1997/6/2,10.7576,,,0,0,0
171,1997/6/3,10.8606,,,0,0,0
172,1997/6/4,11.0848,,,0,0,0
173,1997/6/5,11.3758,,,0,0,0
174,1997/6/6,10.9758,,,0,0,0
175,1997/6/9,11.4485,,,0,0,0
176,1997/6/10,10.9879,,,0,0,0
177,1997/6/11,11.0667,,,0,0,0
178,1997/6/12,11.0909,,,0,0,0
179,1997/6/13,11.2606,,,0,0,0
180,1997/6/16,11.5152,,,0,0,0
181,1997/6/17,11.7273,,,0,0,0
182,1997/6/18,11.5152,,,0,0,0
183,1997/6/19,11.503,,,0,0,0
184,1997/6/20,12.3818,,,0,0,0
185,1997/6/23,12.1758,,,0,0,0
186,1997/6/24,12.1758,,,0,0,0
187,1997/6/25,12.0788,,,0,0,0
188,1997/6/26,12.1394,,,0,0,0
189,1997/6/27,12.4121,,,0,0,0
190,1997/7/2,13.1455,,,0,0,0
191,1997/7/3,12.7455,,,0,0,0
192,1997/7/4,12.7758,,,0,0,0
193,1997/7/7,12.1818,,,0,0,0
194,1997/7/8,11.9697,,,0,0,0
195,1997/7/9,11.6,,,0,0,0
196,1997/7/10,11.7455,,,0,0,0
197,1997/7/11,12.4242,,,0,0,0
198,1997/7/14,12.897,,,0,0,0
199,1997/7/15,12.4121,,,0,0,0
200,1997/7/16,11.8,,,0,0,0
201,1997/7/17,11.5212,,,0,0,0
202,1997/7/18,11.3273,,,0,0,0
203,1997/7/21,11.4909,,,0,0,0
204,1997/7/22,11.3939,,,0,0,0
205,1997/7/23,11.3939,,,0,0,0
206,1997/7/24,10.8303,,,0,0,0
207,1997/7/25,10.303,,,0,0,0
208,1997/7/28,10.1818,,,0,0,0
209,1997/7/29,10.2424,,,0,0,0
210,1997/7/30,10.303,,,0,0,0
211,1997/7/31,10.0727,,,0,0,0
212,1997/8/1,10.6061,,,0,0,0
213,1997/8/4,10.7212,,,0,0,0
214,1997/8/5,10.497,,,0,0,0
215,1997/8/6,10.6667,,,0,0,0
216,1997/8/7,10.4,,,0,0,0
217,1997/8/8,9.98,,,0,0,0
218,1997/8/11,9.8467,,,0,0,0
219,1997/8/12,9.5267,,,0,0,0
220,1997/8/13,9.3,,,0,0,0
221,1997/8/14,9.3667,,,0,0,0
222,1997/8/15,9.3667,,,0,0,0
223,1997/8/18,9.2133,,,0,0,0
224,1997/8/19,8.8133,,,0,0,0
225,1997/8/20,9.0667,,,0,0,0
226,1997/8/21,9.3667,,,0,0,0
227,1997/8/22,9.52,,,0,0,0
228,1997/8/25,10.06,,,0,0,0
229,1997/8/26,10.2267,,,0,0,0
230,1997/8/27,11.2467,,,0,0,0
231,1997/8/28,11.1133,,,0,0,0
232,1997/8/29,11.08,,,0,0,0
233,1997/9/1,11,,,0,0,0
234,1997/9/2,10.9867,,,0,0,0
235,1997/9/3,10.9333,,,0,0,0
236,1997/9/4,10.9,,,0,0,0
237,1997/9/5,10.8533,,,0,0,0
238,1997/9/8,10.8667,,,0,0,0
239,1997/9/9,10.5333,,,0,0,0
240,1997/9/10,10.6533,,,0,0,0
241,1997/9/11,10.3667,,,0,0,0
242,1997/9/12,10.3333,,,0,0,0
243,1997/9/15,10.1133,,,0,0,0
244,1997/9/16,10.1133,,,0,0,0
245,1997/9/17,10.1,,,0,0,0
246,1997/9/18,9.96,,,0,0,0
247,1997/9/19,10.1867,,,0,0,0
248,1997/9/22,9.68,,,0,0,0
249,1997/9/23,9.5667,,,0,0,0
250,1997/9/24,9.8467,,,0,0,0
251,1997/9/25,9.8467,,,0,0,0
252,1997/9/26,9.7333,,,0,0,0
253,1997/9/29,9.4667,,,0,0,0
254,1997/9/30,9.5933,,,0,0,0
255,1997/10/6,9.5733,,,0,0,0
256,1997/10/7,9.4,,,0,0,0
257,1997/10/8,9.58,,,0,0,0
258,1997/10/9,9.56,,,0,0,0
259,1997/10/10,9.6333,,,0,0,0
260,1997/10/13,9.4333,,,0,0,0
261,1997/10/14,9.4667,,,0,0,0
262,1997/10/15,9.6333,,,0,0,0
263,1997/10/16,10.02,,,0,0,0
264,1997/10/17,10.54,,,0,0,0
265,1997/10/20,10.4867,,,0,0,0
266,1997/10/21,10.8933,,,0,0,0
267,1997/10/22,10.98,,,0,0,0
268,1997/10/23,12,,,0,0,0
269,1997/10/24,11.9,,,0,0,0
270,1997/10/27,12.3,,,0,0,0
271,1997/10/28,11.61,,,0,0,0
272,1997/10/29,11.75,,,0,0,0
273,1997/10/30,11.53,,,0,0,0
274,1997/10/31,11.39,,,0,0,0
275,1997/11/3,11.22,,,0,0,0
276,1997/11/4,11.42,,,0,0,0
277,1997/11/5,11.43,,,0,0,0
278,1997/11/6,11.19,,,0,0,0
279,1997/11/7,11.28,,,0,0,0
280,1997/11/10,11.16,,,0,0,0
281,1997/11/11,10.96,,,0,0,0
282,1997/11/12,10.95,,,0,0,0
283,1997/11/13,10.75,,,0,0,0
284,1997/11/14,10.6,,,0,0,0
285,1997/11/17,10.92,,,0,0,0
286,1997/11/18,11.45,,,0,0,0
287,1997/11/19,11.2,,,0,0,0
288,1997/11/20,11,,,0,0,0
289,1997/11/21,10.83,,,0,0,0
290,1997/11/24,10.86,,,0,0,0
291,1997/11/25,10.9,,,0,0,0
292,1997/11/26,10.95,,,0,0,0
293,1997/11/27,10.6,,,0,0,0
294,1997/11/28,10.69,,,0,0,0
295,1997/12/1,10.57,,,0,0,0
296,1997/12/2,10.39,,,0,0,0
297,1997/12/3,10.11,,,0,0,0
298,1997/12/4,10.5,,,0,0,0
299,1997/12/5,10.59,,,0,0,0
300,1997/12/8,10.46,,,0,0,0
301,1997/12/9,10.44,,,0,0,0
302,1997/12/10,10.73,,,0,0,0
303,1997/12/11,10.79,,,0,0,0
304,1997/12/12,10.54,,,0,0,0
305,1997/12/15,10.62,,,0,0,0
306,1997/12/16,10.5,,,0,0,0
307,1997/12/17,10.5,,,0,0,0
308,1997/12/18,10.54,,,0,0,0
309,1997/12/19,10.4,,,0,0,0
310,1997/12/22,10.45,,,0,0,0
311,1997/12/23,10.91,,,0,0,0
312,1997/12/24,11.36,,,0,0,0
313,1997/12/25,11.2,,,0,0,0
314,1997/12/26,11.24,,,0,0,0
315,1997/12/29,11.29,,,0,0,0
316,1997/12/30,11.47,,,0,0,0
317,1997/12/31,11.75,,,0,0,0
318,1998/1/5,12.16,,,0,0,0
319,1998/1/6,12.07,,,0,0,0
320,1998/1/7,11.92,,,0,0,0
321,1998/1/8,12.9,,,0,0,0
322,1998/1/9,13.54,,,0,0,0
323,1998/1/12,13.28,,,0,0,0
324,1998/1/13,12.17,,,0,0,0
325,1998/1/14,13.23,,,0,0,0
326,1998/1/15,13.54,,,0,0,0
327,1998/1/16,13.3,,,0,0,0
328,1998/1/19,13.47,,,0,0,0
329,1998/1/20,13.43,,,0,0,0
330,1998/1/21,13.23,,,0,0,0
331,1998/1/22,13.3,,,0,0,0
332,1998/1/23,13.28,,,0,0,0
333,1998/2/9,13.39,,,0,0,0
334,1998/2/10,13.19,,,0,0,0
335,1998/2/11,13.4,,,0,0,0
336,1998/2/12,13.22,,,0,0,0
337,1998/2/13,12.9,,,0,0,0
338,1998/2/16,12.4,,,0,0,0
339,1998/2/17,11.72,,,0,0,0
340,1998/2/18,11.42,,,0,0,0
341,1998/2/19,11.11,,,0,0,0
342,1998/2/20,10.85,,,0,0,0
343,1998/2/23,11,,,0,0,0
344,1998/2/24,10.76,,,0,0,0
345,1998/2/25,10.7,,,0,0,0
346,1998/2/26,10.65,,,0,0,0
347,1998/2/27,10.95,,,0,0,0
348,1998/3/2,10.16,,,0,0,0
349,1998/3/3,10.06,,,0,0,0
350,1998/3/4,9.86,,,0,0,0
351,1998/3/5,10.1,,,0,0,0
352,1998/3/6,10.12,,,0,0,0
353,1998/3/9,9.58,,,0,0,0
354,1998/3/10,9.86,,,0,0,0
355,1998/3/11,9.72,,,0,0,0
356,1998/3/12,9.52,,,0,0,0
357,1998/3/13,9.52,,,0,0,0
358,1998/3/16,10.25,,,0,0,0
359,1998/3/17,10.2,,,0,0,0
360,1998/3/18,10.27,,,0,0,0
361,1998/3/19,10.45,,,0,0,0
362,1998/3/20,10.2,,,0,0,0
363,1998/3/23,10.54,,,0,0,0
364,1998/3/24,11.04,,,0,0,0
365,1998/3/25,11.14,,,0,0,0
366,1998/3/26,11.08,,,0,0,0
367,1998/3/27,11.23,,,0,0,0
368,1998/3/30,11.64,,,0,0,0
369,1998/3/31,11.25,,,0,0,0
370,1998/4/1,10.96,,,0,0,0
371,1998/4/2,10.97,,,0,0,0
372,1998/4/3,10.83,,,0,0,0
373,1998/4/6,10.93,,,0,0,0
374,1998/4/7,10.97,,,0,0,0
375,1998/4/8,11.15,,,0,0,0
376,1998/4/10,11,,,0,0,0
377,1998/4/13,11.56,,,0,0,0
378,1998/4/14,12,,,0,0,0
379,1998/4/15,12.07,,,0,0,0
380,1998/4/16,11.66,,,0,0,0
381,1998/4/17,11.23,,,0,0,0
382,1998/4/20,11.29,,,0,0,0
383,1998/4/21,11.26,,,0,0,0
384,1998/4/22,11.48,,,0,0,0
385,1998/4/23,11.17,,,0,0,0
386,1998/4/24,11.14,,,0,0,0
387,1998/4/27,10.64,,,0,0,0
388,1998/4/28,10.76,,,0,0,0
389,1998/4/29,10.96,,,0,0,0
390,1998/4/30,10.93,,,0,0,0
391,1998/5/4,10.95,,,0,0,0
392,1998/5/5,10.86,,,0,0,0
393,1998/5/6,11.09,,,0,0,0
394,1998/5/7,11.74,,,0,0,0
395,1998/5/8,12.04,,,0,0,0
396,1998/5/11,12.05,,,0,0,0
397,1998/5/12,11.78,,,0,0,0
398,1998/5/13,12.03,,,0,0,0
399,1998/5/14,11.63,,,0,0,0
400,1998/5/15,11.61,,,0,0,0
401,1998/5/18,11.97,,,0,0,0
402,1998/5/19,12.51,,,0,0,0
403,1998/5/20,12.22,,,0,0,0
404,1998/5/21,12.9,,,0,0,0
405,1998/5/22,13.08,,,0,0,0
406,1998/5/25,12.94,,,0,0,0
407,1998/5/26,12.59,,,0,0,0
408,1998/5/27,12.8,,,0,0,0
409,1998/5/28,12.4,,,0,0,0
410,1998/5/29,12.86,,,0,0,0
411,1998/6/1,12.89,,,0,0,0
412,1998/6/2,13.3,,,0,0,0
413,1998/6/3,13.77,,,0,0,0
414,1998/6/4,13.22,,,0,0,0
415,1998/6/5,12.75,,,0,0,0
416,1998/6/8,12.79,,,0,0,0
417,1998/6/9,12.36,,,0,0,0
418,1998/6/10,12.01,,,0,0,0
419,1998/6/11,11.38,,,0,0,0
420,1998/6/12,12.28,,,0,0,0
421,1998/6/15,11.75,,,0,0,0
422,1998/6/16,11.83,,,0,0,0
423,1998/6/17,11.75,,,0,0,0
424,1998/6/18,12.05,,,0,0,0
425,1998/6/19,12.1,,,0,0,0
426,1998/6/22,12.42,,,0,0,0
427,1998/6/23,12.14,,,0,0,0
428,1998/6/24,12,,,0,0,0
429,1998/6/25,11.7,,,0,0,0
430,1998/6/26,11.53,,,0,0,0
431,1998/6/29,11.32,,,0,0,0
432,1998/6/30,11.55,,,0,0,0
433,1998/7/1,11.36,,,0,0,0
434,1998/7/2,11.65,,,0,0,0
435,1998/7/3,11.67,,,0,0,0
436,1998/7/6,11.74,,,0,0,0
437,1998/7/7,11.78,,,0,0,0
438,1998/7/8,12.5,,,0,0,0
439,1998/7/9,12.63,,,0,0,0
440,1998/7/10,12.52,,,0,0,0
441,1998/7/13,12.37,,,0,0,0
442,1998/7/14,12.47,,,0,0,0
443,1998/7/15,12.98,,,0,0,0
444,1998/7/16,12.7,,,0,0,0
445,1998/7/17,12.59,,,0,0,0
446,1998/7/20,12.18,,,0,0,0
447,1998/7/21,11.99,,,0,0,0
448,1998/7/22,11.85,,,0,0,0
449,1998/7/23,11.8,,,0,0,0
450,1998/7/24,11.95,,,0,0,0
451,1998/7/27,11.5,,,0,0,0
452,1998/7/28,11.68,,,0,0,0
453,1998/7/29,11.5,,,0,0,0
454,1998/7/30,11.3,,,0,0,0
455,1998/7/31,11.48,,,0,0,0
456,1998/8/3,11.23,,,0,0,0
457,1998/8/4,10.88,,,0,0,0
458,1998/8/5,11.02,,,0,0,0
459,1998/8/6,10.87,,,0,0,0
460,1998/8/7,10.5,,,0,0,0
461,1998/8/10,10.01,,,0,0,0
462,1998/8/11,10.04,,,0,0,0
463,1998/8/12,10,,,0,0,0
464,1998/8/13,10.07,,,0,0,0
465,1998/8/14,9.61,,,0,0,0
466,1998/8/17,8.65,,,0,0,0
467,1998/8/18,8.13,,,0,0,0
468,1998/8/19,8.6,,,0,0,0
469,1998/8/20,9.06,,,0,0,0
470,1998/8/21,9.17,,,0,0,0
471,1998/8/24,9.16,,,0,0,0
472,1998/8/25,9.04,,,0,0,0
473,1998/8/26,9.73,,,0,0,0
474,1998/8/27,9.37,,,0,0,0
475,1998/8/28,9.04,,,0,0,0
476,1998/8/31,9.15,,,0,0,0
477,1998/9/1,9.16,,,0,0,0
478,1998/9/2,9.28,,,0,0,0
479,1998/9/3,9.57,,,0,0,0
480,1998/9/4,9.58,,,0,0,0
481,1998/9/7,9.84,,,0,0,0
482,1998/9/8,9.64,,,0,0,0
483,1998/9/9,9.89,,,0,0,0
484,1998/9/10,10.12,,,0,0,0
485,1998/9/11,10.1,,,0,0,0
486,1998/9/14,10.51,,,0,0,0
487,1998/9/15,10.3,,,0,0,0
488,1998/9/16,10.25,,,0,0,0
489,1998/9/17,10.1,,,0,0,0
490,1998/9/18,9.7,,,0,0,0
491,1998/9/21,9.89,,,0,0,0
492,1998/9/22,9.85,,,0,0,0
493,1998/9/23,10.25,,,0,0,0
494,1998/9/24,10.27,,,0,0,0
495,1998/9/25,10.9,,,0,0,0
496,1998/9/28,11.08,,,0,0,0
497,1998/9/29,11.13,,,0,0,0
498,1998/9/30,11.22,,,0,0,0
499,1998/10/5,11.29,,,0,0,0
500,1998/10/6,10.8,,,0,0,0
501,1998/10/7,10.63,,,0,0,0
502,1998/10/8,10.85,,,0,0,0
503,1998/10/9,11.36,,,0,0,0
504,1998/10/12,11.51,,,0,0,0
505,1998/10/13,11.32,,,0,0,0
506,1998/10/14,11.23,,,0,0,0
507,1998/10/15,11.44,,,0,0,0
508,1998/10/16,11.54,,,0,0,0
509,1998/10/19,11.8,,,0,0,0
510,1998/10/20,11.63,,,0,0,0
511,1998/10/21,11.36,,,0,0,0
512,1998/10/22,11.63,,,0,0,0
513,1998/10/23,11.38,,,0,0,0
514,1998/10/26,11.28,,,0,0,0
515,1998/10/27,11.58,,,0,0,0
516,1998/10/28,12.01,,,0,0,0
517,1998/10/29,11.71,,,0,0,0
518,1998/10/30,11.7,,,0,0,0
519,1998/11/2,11.88,,,0,0,0
520,1998/11/3,12.04,,,0,0,0
521,1998/11/4,11.99,,,0,0,0
522,1998/11/5,11.88,,,0,0,0
523,1998/11/6,11.58,,,0,0,0
524,1998/11/9,11.65,,,0,0,0
525,1998/11/10,11.56,,,0,0,0
526,1998/11/11,11.66,,,0,0,0
527,1998/11/12,11.38,,,0,0,0
528,1998/11/13,11.88,,,0,0,0
529,1998/11/16,11.64,,,0,0,0
530,1998/11/17,11.44,,,0,0,0
531,1998/11/18,11.58,,,0,0,0
532,1998/11/19,11.33,,,0,0,0
533,1998/11/20,11.29,,,0,0,0
534,1998/11/23,11.39,,,0,0,0
535,1998/11/24,11.2,,,0,0,0
536,1998/11/25,11.18,,,0,0,0
537,1998/11/26,10.9,,,0,0,0
538,1998/11/27,10.67,,,0,0,0
539,1998/12/2,10.5,,,0,0,0
540,1998/12/3,10.37,,,0,0,0
541,1998/12/4,10.09,,,0,0,0
542,1998/12/7,9.85,,,0,0,0
543,1998/12/8,9.88,,,0,0,0
544,1998/12/9,10.29,,,0,0,0
545,1998/12/10,10,,,0,0,0
546,1998/12/11,9.92,,,0,0,0
547,1998/12/14,9.34,,,0,0,0
548,1998/12/15,9.3,,,0,0,0
549,1998/12/16,9.1,,,0,0,0
550,1998/12/17,8.92,,,0,0,0
551,1998/12/18,8.92,,,0,0,0
552,1998/12/21,9.07,,,0,0,0
553,1998/12/22,9.39,,,0,0,0
554,1998/12/23,9.36,,,0,0,0
555,1998/12/24,9.25,,,0,0,0
556,1998/12/25,9.23,,,0,0,0
557,1998/12/28,9.15,,,0,0,0
558,1998/12/29,9.01,,,0,0,0
559,1998/12/30,9.11,,,0,0,0
560,1998/12/31,9,,,0,0,0
561,1999/1/4,8.8,,,0,0,0
562,1999/1/5,8.69,,,0,0,0
563,1999/1/6,8.8,,,0,0,0
564,1999/1/7,8.69,,,0,0,0
565,1999/1/8,9.17,,,0,0,0
566,1999/1/11,9.28,,,0,0,0
567,1999/1/12,9.27,,,0,0,0
568,1999/1/13,9.3,,,0,0,0
569,1999/1/14,9.54,,,0,0,0
570,1999/1/15,8.98,,,0,0,0
571,1999/1/18,9.26,,,0,0,0
572,1999/1/19,9.24,,,0,0,0
573,1999/1/20,9.12,,,0,0,0
574,1999/1/21,9.28,,,0,0,0
575,1999/1/22,9.29,,,0,0,0
576,1999/1/25,9,,,0,0,0
577,1999/1/26,8.71,,,0,0,0
578,1999/1/27,8.93,,,0,0,0
579,1999/1/28,8.74,,,0,0,0
580,1999/1/29,8.71,,,0,0,0
581,1999/2/1,8.57,,,0,0,0
582,1999/2/2,8.75,,,0,0,0
583,1999/2/3,8.78,,,0,0,0
584,1999/2/4,8.58,,,0,0,0
585,1999/2/5,8.27,,,0,0,0
586,1999/2/8,8.26,,,0,0,0
587,1999/2/9,8.46,,,0,0,0
588,1999/3/1,8.51,,,0,0,0
589,1999/3/2,8.74,,,0,0,0
590,1999/3/3,8.97,,,0,0,0
591,1999/3/4,8.85,,,0,0,0
592,1999/3/5,9.1,,,0,0,0
593,1999/3/8,9.25,,,0,0,0
594,1999/3/9,9.12,,,0,0,0
595,1999/3/10,9.14,,,0,0,0
596,1999/3/11,9.3,,,0,0,0
597,1999/3/12,9.58,,,0,0,0
598,1999/3/15,9.75,,,0,0,0
599,1999/3/16,9.6,,,0,0,0
600,1999/3/17,9.4,,,0,0,0
601,1999/3/18,9.14,,,0,0,0
602,1999/3/19,9.5,,,0,0,0
603,1999/3/22,9.35,,,0,0,0
604,1999/3/23,9.25,,,0,0,0
605,1999/3/24,9.21,,,0,0,0
606,1999/3/25,9.17,,,0,0,0
607,1999/3/26,9.29,,,0,0,0
608,1999/3/29,9.54,,,0,0,0
609,1999/3/30,9.43,,,0,0,0
610,1999/3/31,9.31,,,0,0,0
611,1999/4/1,9.42,,,0,0,0
612,1999/4/2,9.57,,,0,0,0
613,1999/4/5,9.93,,,0,0,0
614,1999/4/6,9.71,,,0,0,0
615,1999/4/7,9.58,,,0,0,0
616,1999/4/8,9.5,,,0,0,0
617,1999/4/9,9.34,,,0,0,0
618,1999/4/12,8.72,,,0,0,0
619,1999/4/13,8.79,,,0,0,0
620,1999/4/14,8.79,,,0,0,0
621,1999/4/15,8.75,,,0,0,0
622,1999/4/16,8.6,,,0,0,0
623,1999/4/19,8.74,,,0,0,0
624,1999/4/20,8.79,,,0,0,0
625,1999/4/21,8.57,,,0,0,0
626,1999/4/22,8.48,,,0,0,0
627,1999/4/23,8.46,,,0,0,0
628,1999/4/26,8.28,,,0,0,0
629,1999/4/27,8.3,,,0,0,0
630,1999/4/28,8.35,,,0,0,0
631,1999/4/29,8.6,,,0,0,0
632,1999/4/30,8.64,,,0,0,0
633,1999/5/4,8.82,,,0,0,0
634,1999/5/5,8.86,,,0,0,0
635,1999/5/6,8.78,,,0,0,0
636,1999/5/7,8.85,,,0,0,0
637,1999/5/10,8.8,,,0,0,0
638,1999/5/11,9.08,,,0,0,0
639,1999/5/12,9.09,,,0,0,0
640,1999/5/13,8.99,,,0,0,0
641,1999/5/17,9.17,,,0,0,0
642,1999/5/18,9.15,,,0,0,0
643,1999/5/21,9.74,,,0,0,0
644,1999/5/24,10.2,,,0,0,0
645,1999/5/25,10.48,,,0,0,0
646,1999/5/26,9.98,,,0,0,0
647,1999/5/27,9.96,,,0,0,0
648,1999/5/28,10.11,,,0,0,0
649,1999/5/31,9.55,,,0,0,0
650,1999/6/1,9.75,,,0,0,0
651,1999/6/2,9.35,,,0,0,0
652,1999/6/3,9.4,,,0,0,0
653,1999/6/4,9.52,,,0,0,0
